WALKING 06
Date:,2019/07/18
Time:,15:31:02
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.860000,The instant the heel strikes the ground
Patient 1,Right,Foot Off,2.650000,The instant the toe leaves the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1920,-43.300991,145.128815,-603.181274,-33003.492188,-6656.076172,4938.638672,1.673023,-70.448143,-383.683502,36052.128906,20776.396484,-1925.493530
1921,-42.198769,143.947327,-597.857849,-32728.525391,-6745.051270,4906.007324,1.395931,-70.063805,-389.031555,36634.148438,21126.701172,-1880.255737
1922,-40.522243,143.269547,-590.505493,-32353.158203,-6728.661621,4794.016602,1.745744,-69.183258,-396.111115,37217.226563,21364.671875,-1761.212891
1923,-39.642723,141.977402,-583.763123,-32184.875000,-6683.255859,4739.602539,1.344513,-68.611107,-402.499725,37744.957031,21652.832031,-1745.648071
1924,-38.401993,140.961075,-576.672180,-31950.011719,-6637.107910,4703.248047,1.767812,-68.581039,-408.367065,38371.289063,21904.871094,-1652.863159
1925,-36.767342,140.392822,-570.571472,-31623.873047,-6648.463867,4572.489258,1.728605,-68.593895,-414.187103,38695.152344,22241.246094,-1606.376831
1926,-35.964211,139.266663,-563.053711,-31355.419922,-6660.570801,4532.859375,1.780825,-68.959381,-420.750977,39306.093750,22404.644531,-1564.043945
1927,-34.507420,138.445572,-555.401733,-31024.796875,-6640.005371,4412.934570,1.484059,-69.532654,-428.439056,39615.671875,22639.015625,-1576.930176
1928,-33.299171,137.449905,-548.527100,-30632.728516,-6651.020020,4336.948242,1.801045,-70.291046,-438.599457,40021.546875,22787.380859,-1505.383545
1929,-32.061092,135.980515,-541.132751,-30437.115234,-6622.747559,4268.270020,2.013751,-72.043701,-447.288971,40487.738281,22954.873047,-1498.417969
1930,-30.906395,135.306152,-533.871277,-30084.671875,-6634.223145,4235.572754,1.850698,-73.593681,-457.236115,40887.550781,23232.455078,-1472.148438
1931,-29.473328,134.154541,-525.787659,-29799.312500,-6528.458008,4119.284180,1.972797,-75.164116,-469.484344,41423.882813,23500.757813,-1427.270142
1932,-28.431234,132.695374,-518.697998,-29457.648438,-6517.223633,4022.594238,1.814972,-77.359871,-481.426147,41728.988281,23691.935547,-1347.677979
1933,-26.906561,131.985519,-511.475983,-29054.445313,-6532.316406,3933.858398,2.052568,-80.152451,-495.454987,42226.917969,24084.935547,-1347.177368
1934,-25.996853,130.306824,-503.567505,-28685.656250,-6493.764648,3857.628906,1.979073,-83.963654,-509.574402,42806.851563,24346.402344,-1239.143066
1935,-24.901424,128.837357,-495.916901,-28467.630859,-6406.940430,3781.964111,1.831510,-87.504051,-519.484131,43338.171875,24680.150391,-1142.687500
1936,-23.265146,128.337509,-488.995453,-27924.703125,-6466.078613,3713.238525,2.100313,-91.787468,-530.740112,43877.828125,24793.488281,-1154.581909
1937,-22.324606,126.537460,-480.526489,-27617.806641,-6328.929199,3634.350830,1.936082,-95.803696,-540.558228,44089.875000,25020.843750,-1116.616821
1938,-21.085571,125.464996,-472.572693,-27254.531250,-6357.706543,3567.427979,1.913469,-99.447075,-549.418274,44194.722656,25145.832031,-1061.855957
1939,-19.353960,124.688316,-464.960449,-26689.503906,-6321.851563,3465.254150,1.643740,-104.218742,-557.025635,44344.601563,25260.128906,-1151.944824
1940,-18.237682,122.898643,-457.135590,-26393.394531,-6270.139648,3374.558594,2.056776,-108.266609,-564.627930,44449.460938,25445.919922,-1220.494873
1941,-17.035400,121.636841,-448.277710,-26058.005859,-6222.202148,3250.585938,1.795799,-112.454811,-570.496277,44513.273438,25497.255859,-1253.971436
1942,-15.294541,120.399460,-439.626251,-25623.337891,-6272.329590,3209.758545,2.161597,-116.023010,-576.488892,44399.867188,25515.630859,-1402.645996
1943,-14.519125,118.453659,-431.462128,-25209.074219,-6120.817383,3057.596191,2.049195,-119.178894,-582.350769,44246.476563,25634.751953,-1492.493896
1944,-12.808647,117.633507,-423.719879,-24549.324219,-6124.699707,2971.933105,1.979381,-122.245499,-587.171753,44169.789063,25614.884766,-1500.245728
1945,-11.608438,115.876518,-414.083405,-24226.234375,-6049.572266,2869.851807,1.981779,-124.976616,-590.864075,44049.226563,25597.619141,-1625.202026
1946,-10.556125,114.350616,-406.907806,-23850.925781,-5997.562988,2756.693359,2.026338,-127.272400,-595.728149,44056.882813,25773.845703,-1628.249512
1947,-8.993442,112.945091,-397.743866,-23281.292969,-5862.175293,2631.302002,1.824063,-129.018021,-599.981262,43897.062500,25683.160156,-1642.636841
1948,-7.922423,110.803246,-389.011169,-22930.230469,-5903.992188,2553.410400,1.904608,-130.303192,-603.365051,43758.863281,25690.785156,-1648.881714
1949,-7.113324,108.837593,-380.197632,-22472.498047,-5837.452148,2462.344238,1.753087,-130.879120,-607.095459,43665.199219,25781.464844,-1580.532715
1950,-5.550981,107.124100,-371.333069,-22076.496094,-5770.777344,2356.325928,1.530566,-131.321426,-611.690552,43421.062500,25818.095703,-1504.735107
1951,-4.949585,104.596237,-363.167511,-21551.447266,-5605.184082,2258.872559,2.184233,-131.527878,-616.033203,43732.617188,25915.365234,-1465.600830
1952,-3.923594,102.707596,-353.230042,-21049.763672,-5578.172852,2168.369385,2.195929,-131.586060,-620.586975,43679.507813,25908.113281,-1383.228149
1953,-3.180830,100.279327,-344.544983,-20603.542969,-5457.838867,2085.169678,1.997533,-131.269608,-624.449280,43749.414063,26132.882813,-1321.525513
1954,-2.502911,97.795647,-336.204742,-20112.269531,-5427.092773,1992.189941,2.078659,-130.545593,-630.567871,43917.710938,26175.507813,-1268.297852
1955,-1.606606,96.138611,-326.960938,-19649.015625,-5297.526367,1902.471313,2.100408,-130.030106,-636.343018,44236.539063,26382.789063,-1206.211426
1956,-0.570780,93.994888,-317.239105,-19063.003906,-5224.820313,1769.137573,2.204753,-129.669556,-641.331299,44273.742188,26464.707031,-1119.779297
1957,0.094505,91.875961,-307.522003,-18639.644531,-5023.669922,1701.188232,2.181501,-129.000626,-646.279297,44468.640625,26525.009766,-1048.737427
1958,1.219084,90.053329,-297.152618,-17936.980469,-4977.013184,1609.386841,2.262980,-128.660645,-651.443787,44639.890625,26811.396484,-945.598083
1959,1.883876,87.381615,-288.382690,-17445.837891,-4761.906738,1497.427979,2.467647,-128.290771,-656.521240,44801.296875,26796.349609,-886.715820
1960,2.921556,85.779243,-278.705811,-16943.693359,-4681.152344,1398.644165,2.282458,-128.130600,-661.167236,44957.281250,26987.035156,-904.480957
1961,3.674319,83.482994,-269.289276,-16385.878906,-4465.451172,1307.127319,2.396587,-128.485916,-664.942566,45031.347656,27090.716797,-785.380432
1962,4.160491,80.809280,-259.055389,-15855.503906,-4379.586426,1131.193726,2.389379,-127.951477,-669.153503,45220.421875,27183.138672,-757.417725
1963,5.133618,78.989845,-248.600311,-15288.025391,-4298.433105,1123.623657,2.514109,-128.518723,-673.493958,45285.035156,27283.968750,-730.086121
1964,5.591103,76.309135,-239.271439,-14825.657227,-4074.708008,1060.763794,2.568684,-128.734573,-676.358215,45325.972656,27425.064453,-698.239807
1965,6.278578,74.156258,-229.595825,-14284.614258,-4038.709961,969.118896,2.309335,-128.561279,-680.831665,45548.566406,27467.867188,-652.542725
1966,6.924018,72.036728,-220.741821,-13681.624023,-3827.536133,885.271301,2.285071,-129.075775,-683.826050,45517.375000,27556.226563,-670.987854
1967,6.975206,68.804848,-210.984360,-13191.482422,-3621.505371,808.341736,2.333430,-129.389862,-687.559204,45604.132813,27612.642578,-636.351135
1968,7.826961,66.873589,-200.703201,-12645.632813,-3594.310059,752.950928,2.105532,-129.899841,-690.987366,45572.171875,27650.142578,-570.279175
1969,8.152326,64.214844,-190.771881,-12183.405273,-3433.300293,682.788696,2.219307,-130.195251,-694.983093,45739.082031,27766.406250,-631.395325
1970,8.394181,61.665733,-182.696182,-11607.898438,-3321.562500,596.638123,2.354858,-130.388184,-698.540222,45741.230469,27840.212891,-577.878906
1971,8.952699,59.602955,-173.324249,-11039.200195,-3204.992432,554.890747,2.341864,-130.690399,-703.098511,45851.445313,27892.162109,-554.459229
1972,9.063149,56.616409,-164.643066,-10605.246094,-3049.527100,560.916687,2.311596,-131.127335,-706.832153,45905.375000,27958.486328,-581.393616
1973,9.226872,54.190170,-155.189041,-10109.189453,-2852.819336,515.102661,2.535807,-131.133865,-710.389954,45969.457031,28077.265625,-538.846497
1974,9.129155,51.784142,-146.859283,-9650.632813,-2795.949951,412.042175,2.503807,-131.085739,-715.469666,46109.531250,28282.148438,-601.064941
1975,9.020599,48.785961,-138.398026,-9221.674805,-2523.938477,394.536163,2.354424,-131.144623,-718.379395,46256.726563,28364.533203,-519.459229
1976,8.926098,46.539009,-129.808228,-8804.001953,-2400.522217,423.893127,2.708311,-131.041260,-723.325134,46322.910156,28327.791016,-494.255585
1977,8.984944,43.980881,-122.424049,-8217.437500,-2253.398438,389.410339,2.655742,-130.989151,-728.188354,46539.593750,28499.441406,-439.026123
1978,8.528359,41.148750,-114.095535,-7760.171875,-2134.232666,381.158936,2.605167,-130.952316,-731.357971,46649.148438,28605.753906,-446.179901
1979,8.775146,38.923462,-107.097420,-7369.782227,-1975.441650,413.321838,2.513358,-130.546173,-736.434998,46759.226563,28754.253906,-355.005005
1980,8.307050,36.099667,-99.891640,-7033.864258,-1866.259155,331.673981,2.676483,-130.442657,-740.601746,46886.277344,28833.494141,-339.855438
1981,7.627248,33.688652,-93.852989,-6664.935547,-1659.334961,383.369415,2.556162,-129.963730,-744.336914,47108.730469,29002.003906,-333.581482
1982,7.785976,31.297644,-86.897018,-6358.272461,-1658.274658,402.389984,2.597712,-129.349686,-749.282288,47185.488281,29048.429688,-246.471710
1983,7.374812,28.782848,-80.425385,-6005.117676,-1486.484619,333.849091,2.761929,-129.147079,-753.494385,47419.308594,29168.009766,-235.456924
1984,6.393639,26.637642,-75.812904,-5618.497070,-1406.095459,414.044159,2.514182,-128.632629,-757.661926,47568.777344,29255.255859,-186.907639
1985,6.021178,24.270519,-70.417000,-5232.702637,-1235.001343,470.899445,2.669853,-128.340363,-762.391479,47662.363281,29418.458984,-152.276794
1986,5.610645,22.131250,-64.204819,-5164.469238,-1119.458252,423.735107,3.227427,-127.731712,-765.862488,47855.640625,29555.511719,-95.585449
1987,4.880732,20.599207,-60.413593,-4742.161621,-1025.190796,398.174774,2.795655,-127.106529,-770.377319,47983.507813,29691.906250,-72.707909
1988,4.565355,18.663954,-55.232597,-4496.440918,-936.332031,512.377563,3.045761,-126.597107,-773.763062,48160.703125,29802.894531,-63.766636
1989,3.875422,16.801088,-50.750904,-4315.165527,-699.754517,482.988678,2.682783,-125.871033,-778.407532,48316.003906,29875.925781,20.704529
1990,3.485060,15.643213,-47.214619,-3987.638428,-745.272278,451.339142,2.900169,-125.482430,-782.095581,48403.664063,29973.332031,24.534912
1991,2.659615,13.730422,-44.067852,-3796.185059,-554.697510,565.102356,2.896000,-124.928337,-784.742371,48473.742188,30035.033203,37.187820
1992,2.016002,12.925325,-39.372696,-3558.195068,-551.315002,524.805359,2.880353,-124.548180,-788.434387,48723.199219,30492.667969,50.287788
1993,1.517905,11.625528,-37.003067,-3375.830078,-356.081146,530.375488,3.165817,-123.973526,-791.426819,48782.765625,30265.134766,77.853073
1994,0.651005,10.528090,-34.203197,-3311.935791,-418.210175,633.991760,2.992992,-123.240547,-794.986633,48943.312500,30379.730469,107.947670
1995,0.263799,10.164073,-31.664040,-3028.017578,-276.112793,610.118103,2.934828,-122.775078,-797.892456,48918.789063,30365.996094,94.408546
1996,0.005566,9.369298,-28.818380,-2805.938965,-282.199493,565.487976,3.106271,-122.341751,-801.103027,49005.562500,30511.935547,121.438057
1997,-0.467830,8.667226,-26.320133,-2685.600098,-114.755013,641.112732,3.128354,-121.675056,-804.444092,49120.398438,30639.419922,181.895828
1998,-0.474678,7.871796,-23.945154,-2569.531494,-193.389404,586.802673,2.705918,-121.417801,-807.093628,49196.746094,30697.244141,141.521194
1999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.136355,-120.913368,-809.739197,49234.281250,30796.642578,63.023243
2000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.112806,-120.225739,-812.602600,49315.410156,30875.544922,104.326134
2001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.922632,-119.945068,-815.815918,49447.328125,31012.607422,116.461472
2002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.214350,-118.855621,-818.112610,49445.312500,31147.121094,64.782776
2003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.108459,-118.917702,-820.932617,49419.929688,31070.392578,77.927795
2004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.058526,-118.264481,-822.930237,49579.003906,31163.320313,102.333809
2005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.225695,-117.887436,-825.358459,49586.683594,31264.970703,121.487320
2006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.045935,-117.169090,-827.529907,49718.878906,31314.187500,96.634270
2007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.223704,-116.771660,-829.914001,49671.113281,31376.486328,75.792648
2008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.803330,-116.042397,-831.868225,49736.550781,31323.587891,24.528158
2009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.349211,-115.536636,-833.426208,49692.960938,31430.361328,34.508316
2010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.194971,-114.905609,-834.336365,49699.312500,31513.964844,71.698425
2011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.397570,-114.068474,-836.415771,49651.863281,31532.095703,47.195686
2012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.377439,-113.604309,-838.065979,49766.289063,31541.085938,40.336197
2013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.171973,-112.820137,-839.408264,49673.054688,31549.625000,33.291264
2014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.190695,-112.161919,-840.099365,49546.601563,31533.302734,-51.704857
2015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.436688,-111.654221,-840.743896,49350.195313,31656.789063,-7.944889
2016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.513036,-111.157478,-841.828552,49424.480469,31620.996094,8.462851
2017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.344859,-110.586037,-842.350159,49460.363281,31649.126953,-67.336906
2018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.486477,-109.880379,-843.210815,49220.265625,31581.507813,-39.521263
2019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.188835,-109.469307,-844.035889,49260.363281,31594.003906,-10.089546
2020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.281882,-108.820587,-844.120483,49227.539063,31612.261719,-24.716835
2021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.443298,-108.390862,-845.243774,49060.617188,31611.958984,-25.445057
2022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.407993,-107.750580,-845.890381,48921.191406,31620.144531,-5.006920
2023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.344619,-107.455009,-846.019897,48877.679688,31630.177734,-67.745781
2024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.157834,-106.824997,-846.668884,48828.300781,31558.332031,-44.921280
2025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.289261,-106.320793,-846.015320,48755.515625,31581.326172,-69.834808
2026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.275656,-105.891632,-846.921570,48538.644531,31470.162109,-99.204330
2027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.413170,-105.417061,-847.397095,48544.453125,31518.574219,-64.596115
2028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.352932,-104.947273,-845.961365,48348.082031,31591.187500,-137.684921
2029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.558692,-104.263611,-846.390686,48253.015625,31532.431641,-86.235703
2030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.463575,-103.735352,-846.125427,48040.410156,31461.142578,-95.076088
2031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.166036,-103.049637,-846.645691,48046.816406,31518.417969,-76.961876
2032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.422650,-102.337250,-846.513977,48064.921875,31506.513672,-124.023567
2033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.425324,-101.874382,-846.162720,47918.792969,31456.984375,-97.563492
2034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.443367,-101.168472,-846.505737,47801.492188,31505.361328,-74.676285
2035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.290938,-100.154915,-846.852539,47853.695313,31465.802734,-90.624191
2036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.298623,-99.836464,-845.761475,47577.859375,31429.753906,-77.097122
2037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.455862,-98.925987,-845.149658,47455.480469,31399.882813,-126.801758
2038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.313026,-98.109047,-845.755676,47450.937500,31435.107422,-110.423737
2039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.380640,-97.349503,-844.972534,47444.644531,31528.523438,-87.744370
2040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.436934,-96.412880,-845.920654,47233.277344,31483.656250,-85.147202
2041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.481876,-95.731789,-844.963318,47165.800781,31466.306641,-91.093842
2042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500609,-94.894867,-844.873169,47093.507813,31395.000000,-77.331230
2043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.342616,-94.122742,-845.000793,47021.140625,31506.058594,-75.702820
2044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.636293,-93.341705,-845.215332,47044.269531,31412.640625,-49.481873
2045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.586536,-92.591858,-845.124390,46915.308594,31496.660156,-29.247587
2046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.424462,-91.887779,-844.341858,46870.648438,31519.453125,-49.375832
2047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.448578,-91.182976,-843.426208,46740.878906,31474.376953,-10.816517
2048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.674978,-90.248596,-843.335266,46668.757813,31443.658203,-12.943684
2049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.096939,-89.553978,-841.944702,46522.992188,31270.056641,-22.522066
2050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.552109,-88.662338,-842.458740,46382.765625,31496.521484,10.840166
2051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.432486,-88.409302,-841.936768,46321.105469,31407.546875,8.539731
2052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.216953,-87.232666,-840.113159,46326.625000,31301.625000,-3.817783
2053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.643949,-86.263542,-840.929565,46130.980469,31327.500000,41.591660
2054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.643398,-85.570320,-839.448853,45944.660156,31255.771484,79.592514
2055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.403692,-84.679657,-838.101074,45838.117188,31252.015625,49.946426
2056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.528090,-84.031075,-837.792419,45681.343750,31198.640625,53.601860
2057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.224221,-83.479256,-836.878357,45551.988281,31060.066406,79.586929
2058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.324450,-82.667358,-836.003418,45277.593750,31002.863281,45.407143
2059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.624316,-82.230339,-834.004028,45202.851563,30994.433594,59.647118
2060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.519942,-81.369698,-833.519226,44921.914063,30975.337891,110.008026
2061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.429574,-80.745468,-831.564087,44814.996094,30820.730469,72.539444
2062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.498930,-80.117355,-830.995544,44691.046875,30744.279297,120.602127
2063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.433154,-79.116463,-829.081055,44521.593750,30690.800781,142.652924
2064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.505939,-78.743591,-827.732422,44396.996094,30686.361328,154.307114
2065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.427184,-77.966148,-825.860229,44105.582031,30518.591797,90.994164
2066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.546711,-77.273262,-824.383118,44120.937500,30536.271484,132.022247
2067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.554971,-76.713234,-823.029663,43761.105469,30482.542969,136.416046
2068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.245945,-75.942070,-820.594116,43517.945313,30299.193359,187.562973
2069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.632703,-75.262634,-820.327942,43355.863281,30241.974609,170.574890
2070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.388242,-74.755402,-818.413025,43095.964844,30138.570313,219.007324
2071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.681510,-73.944252,-816.584473,42920.996094,30072.320313,224.701050
2072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.611507,-73.385178,-814.756897,42690.214844,30006.027344,205.564423
2073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.563481,-72.813545,-812.711365,42441.542969,29903.078125,242.669586
2074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.502038,-71.847229,-811.580322,42363.804688,29761.830078,204.385361
2075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.598786,-71.342781,-810.662537,42094.203125,29766.449219,190.468445
2076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.572123,-70.793343,-808.402771,41985.554688,29663.748047,232.489059
2077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.276281,-70.034210,-807.136719,41609.625000,29619.167969,211.141907
2078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.722635,-69.048248,-804.873718,41451.273438,29504.265625,219.672943
2079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.567171,-68.729057,-804.001038,41209.503906,29499.464844,219.087128
2080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.533650,-67.949486,-802.349365,41130.480469,29433.386719,208.152206
2081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.358642,-67.188118,-800.953369,40831.593750,29400.785156,271.622498
2082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.570721,-66.775879,-798.865906,40634.847656,29246.757813,207.891571
2083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.211031,-66.102554,-797.692627,40561.183594,29215.046875,236.394653
2084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.488118,-65.279411,-797.294006,40281.238281,29197.603516,219.198776
2085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.362331,-64.840012,-795.250366,40094.410156,29112.785156,239.566498
2086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.306480,-64.016449,-793.859253,40015.683594,29193.873047,205.322632
2087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.424383,-63.500538,-792.376587,39728.328125,29077.705078,233.388290
2088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.378021,-62.687012,-790.503906,39463.359375,29055.228516,250.026718
2089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.546872,-62.148079,-790.586914,39362.781250,29041.804688,258.528168
2090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.529312,-61.501785,-788.325317,39142.789063,29038.101563,232.382278
2091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.354073,-60.963753,-787.279846,38941.050781,28945.117188,201.877289
2092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.458313,-60.370510,-787.449341,38807.550781,28887.693359,179.897446
2093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.189844,-59.720718,-785.189453,38654.011719,28945.125000,207.530685
2094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500978,-59.285484,-783.447021,38389.652344,28879.416016,169.812210
2095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.372203,-58.636375,-782.793579,38294.562500,28857.455078,156.598038
2096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.504777,-58.009975,-782.353516,38070.113281,28919.763672,152.835129
2097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.396049,-57.481892,-781.439636,37968.824219,28866.373047,155.601486
2098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.329693,-56.823269,-780.090759,37822.808594,28800.203125,134.914551
2099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.546405,-56.582382,-779.653687,37726.789063,28902.630859,137.630096
2100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.464179,-55.919159,-779.430481,37501.789063,28860.964844,206.609787
2101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.327756,-55.439743,-777.823853,37407.171875,28854.478516,93.739662
2102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.283674,-54.879711,-777.254395,37166.210938,28930.560547,56.541912
