WALKING 06
Date:,2019/07/18
Time:,15:31:02
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.860000,The instant the heel strikes the ground
Patient 1,Right,Foot Off,2.650000,The instant the toe leaves the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
258,234.480988,1324.598755,920.775208,530.082581,1270.041382,924.947754,303.455444,1078.459229,921.448669,400.741425,1066.809814,933.644714,544.049561,1126.265869,611.182800,520.257690,1086.831787,475.849365,514.305664,984.963623,337.787018,463.201569,871.142883,143.478043,406.630524,812.898010,128.242889,465.206451,987.135437,42.412792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.065714,-1.174011,-10.137444,14.757452,-0.900552,-3.920717,8.102541,-2.077216,7.385512,8.034873,0.000000,0.000000,1.271651,-0.573855,10.471379,1.271651,0.573855,-10.471379,-63.259663,4.650180,-16.304604,-0.052760,1.886544,7.179870,-19.230831,-0.537813,73.189293,7.099069,-0.186387,1.484927,2.465712,0.293388,-6.195373,0.801741,0.017747,-5.501463,370.653625,64.087357,34.426666,762.946167,26.080847,75.277946,221.046051,-6.972723,64.608276,-612.108032,18.350714,57.032330,0.000000,0.000000,2.582966,0.000000,0.000000,-0.481030,0.000000,0.000000,0.242515,374.664703,1248.685059,826.571838,372.545898,1253.379883,1038.068970,166.638672,1287.079102,823.635559,413.112518,1456.678833,822.339905,468.682617,1105.275269,470.865417,478.785126,1230.094604,828.226563,113.594971,1232.256348,436.551605,599.829834,1439.468018,350.430847,479.491730,996.196472,66.850258,424.125366,827.157471,152.017181,290.833038,1052.672852,56.298840,494.837158,1080.631348,244.412292,428.897614,885.340576,138.194290,466.776550,1094.739258,454.928406,79.838959,1029.806885,84.429672,578.317627,1169.743042,-67.698792,497.947174,1052.542969,38.461296,479.491730,996.196655,66.850197,435.061005,1071.368408,34.944160,503.062286,1080.687866,97.648605
259,232.475296,1335.396240,921.993530,528.028503,1281.628418,925.745605,301.965149,1089.570313,922.294922,399.359894,1078.203857,934.253723,544.803101,1139.244019,611.737061,522.449036,1100.085327,476.685089,516.061462,995.205933,340.934540,464.141907,877.908936,149.023270,406.885895,820.504578,136.485626,465.115662,988.333740,42.108711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.878569,-1.762604,-9.700650,16.192947,-0.454213,-4.426466,6.010158,-2.070969,7.364111,5.960404,0.000000,0.000000,1.190640,-0.510616,10.322690,1.190640,0.510616,-10.322690,-59.967426,5.687330,-16.175806,-0.048325,1.797243,6.340368,-18.320520,-0.492612,64.631683,6.215790,-0.204579,1.543143,2.189991,0.258152,-5.393399,0.606834,0.028440,-4.678902,319.489960,62.042179,23.245537,644.567932,27.082657,67.530182,226.301468,-4.143127,55.439991,-543.689941,16.670609,47.799995,0.000000,0.000000,2.366803,0.000000,0.000000,-0.564437,0.000000,0.000000,0.308999,372.648041,1259.991577,827.521057,370.762634,1264.387451,1039.026855,164.520691,1297.854614,824.878845,410.556274,1468.089233,823.533936,470.668579,1117.863403,471.420837,476.817780,1241.666626,829.029541,114.340607,1240.203247,435.194275,598.111084,1453.950806,352.876831,479.890717,998.661011,65.701828,424.949982,834.684753,160.497894,291.417389,1055.772827,55.259628,498.660767,1092.165161,238.321823,429.833801,892.031555,143.568573,468.709473,1107.028931,455.691498,81.268555,1035.513062,88.149887,578.652039,1171.933472,-67.769913,498.204285,1053.319580,34.103157,479.890686,998.660889,65.701782,435.379913,1072.356812,30.622410,504.460938,1084.487549,91.643127
260,230.347443,1346.073730,923.355530,525.838562,1293.293091,926.706116,300.485443,1100.667358,923.281738,398.000153,1089.628174,934.993774,545.700928,1152.808960,612.290222,524.837524,1114.173340,477.474854,517.987610,1006.412720,344.076843,465.055664,885.658386,154.754089,407.089020,829.211670,145.020416,464.947754,990.036743,41.924736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.584211,-2.358010,-9.205252,17.758858,0.077665,-4.839087,3.777909,-2.011531,7.160413,3.748403,0.000000,0.000000,1.105939,-0.452018,10.137366,1.105939,0.452018,-10.137366,-56.515415,6.769556,-16.024557,-0.042973,1.650033,5.379439,-16.819906,-0.438058,54.836281,5.211221,-0.208433,1.507365,1.860325,0.209874,-4.471506,0.428798,0.032597,-3.720351,262.566437,58.511898,13.026234,517.106140,26.698935,58.218437,218.913330,-0.576052,45.951393,-467.919586,16.786263,38.585781,0.000000,0.000000,2.015037,0.000000,0.000000,-0.615488,0.000000,0.000000,0.352665,370.539978,1271.278076,828.620239,368.870941,1275.361328,1040.134277,162.289200,1308.475830,826.258850,407.775208,1479.502197,824.894287,472.835602,1131.209595,471.947235,474.769745,1253.285889,829.989136,115.169495,1248.384033,433.928070,596.008545,1469.540527,355.926086,480.160797,1001.445801,64.763985,425.720276,843.354492,169.341034,291.932251,1059.359985,54.326450,502.504211,1104.139893,231.640228,430.707550,899.645264,149.202316,470.810699,1120.079468,456.434204,82.415680,1041.471069,92.907196,577.933350,1175.117798,-67.662521,498.307648,1054.142456,29.904951,480.160797,1001.445374,64.764069,435.564758,1073.447266,26.425798,505.755524,1088.373901,85.530365
261,228.099121,1356.622803,924.856995,523.513306,1305.028564,927.828125,299.018616,1111.744751,924.408020,396.664459,1101.076172,935.864136,546.744202,1166.965576,612.834595,527.417480,1129.110596,478.207001,520.075317,1018.629761,347.175537,465.930023,894.440552,160.642899,407.236450,839.056580,153.797043,464.707611,992.351379,41.906269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.178583,-2.960336,-8.654817,19.455946,0.704397,-5.130903,1.453979,-1.893603,6.755697,1.443882,0.000000,0.000000,1.018070,-0.398358,9.914982,1.018070,0.398358,-9.914982,-52.951839,7.853965,-15.844357,-0.036511,1.428977,4.303806,-14.566531,-0.372184,43.871624,4.096317,-0.190884,1.361819,1.482821,0.157308,-3.429665,0.289112,0.031563,-2.628115,203.441589,51.934135,4.303887,386.426270,24.555796,46.514679,196.070496,1.511776,35.485664,-390.993317,15.093826,29.376871,0.000000,0.000000,1.566149,0.000000,0.000000,-0.612360,0.000000,0.000000,0.369809,368.342712,1282.536133,829.866943,366.871796,1286.295044,1041.388306,159.947647,1318.932495,827.770996,404.769684,1490.907837,826.417358,475.183075,1145.332520,472.427368,472.642456,1264.945190,831.103760,116.091095,1256.852051,432.693878,593.542236,1486.240967,359.578369,480.281219,1004.639954,64.171623,426.437073,853.218567,178.475540,292.340485,1063.447754,53.544262,506.206207,1116.471191,224.529602,431.503418,908.228577,155.079865,473.078796,1133.910156,457.138916,83.250366,1047.703735,98.805412,576.042725,1179.364746,-67.392303,498.229340,1055.113647,26.070318,480.281311,1004.639893,64.171516,435.582520,1074.716187,22.527855,506.870972,1092.390625,79.522942
262,225.731781,1367.037231,926.494263,521.053406,1316.828857,929.110413,297.566467,1122.798340,925.672974,395.354584,1112.542603,936.864136,547.933105,1181.716797,613.364014,530.183105,1144.906616,478.872528,522.315247,1031.891479,350.197601,466.754303,904.293274,166.665329,407.325653,850.065369,162.769745,464.401978,995.376160,42.095135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.658661,-3.570424,-8.053306,21.284184,1.434855,-5.278640,-0.910678,-1.714800,6.140740,-0.905453,0.000000,0.000000,0.927502,-0.349812,9.655311,0.927502,0.349812,-9.655311,-49.327461,8.895382,-15.629691,-0.027394,1.125888,3.149491,-11.476942,-0.279244,32.104908,2.909780,-0.146967,1.105405,1.077397,0.114113,-2.294290,0.220345,0.027515,-1.434983,145.239761,44.018871,-2.300776,258.266632,22.114918,33.601513,160.238770,-0.100790,25.064632,-327.389313,8.809546,21.756018,0.000000,0.000000,1.070131,0.000000,0.000000,-0.546310,0.000000,0.000000,0.370494,366.057770,1293.759766,831.258728,364.766083,1297.184326,1042.787109,157.498535,1329.217407,829.411133,401.540039,1502.299072,828.099243,477.710541,1160.245850,472.845093,470.437042,1276.638306,832.372070,117.110809,1265.658813,431.423767,590.735840,1504.049072,363.829559,480.239624,1008.355469,64.051476,427.106720,864.310669,187.829498,292.603149,1068.044067,52.968357,509.607178,1129.108887,217.182709,432.210602,917.819824,161.186920,475.512604,1148.534912,457.789673,83.773163,1054.258057,105.926666,572.901855,1184.714600,-66.959656,497.950592,1056.370117,22.792166,480.239594,1008.355225,64.051498,435.405151,1076.266357,19.097822,507.739838,1096.621216,73.835892
263,223.246613,1377.312134,928.264587,518.459473,1328.689697,930.551819,296.130219,1133.824707,927.075867,394.071747,1124.023682,937.993408,549.267212,1197.063477,613.874207,533.129211,1161.567017,479.465057,524.699036,1046.221802,353.116913,467.520142,915.243286,172.801468,407.355133,862.254395,171.900223,464.038300,999.194397,42.526562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.022245,-4.189819,-7.407124,23.243662,2.276405,-5.262789,-3.267992,-1.475872,5.316703,-3.253917,0.000000,0.000000,0.834580,-0.306410,9.358006,0.834580,0.306410,-9.358006,-45.690292,9.851722,-15.376629,-0.019383,0.731734,2.043094,-7.459064,-0.197580,20.826641,1.750966,-0.073636,0.809376,0.722297,0.103532,-1.159026,0.276317,0.027972,-0.261672,98.502831,33.009941,-3.900262,143.678162,16.771832,20.180950,131.662735,-14.971423,14.733469,-318.730225,-11.686078,19.479527,0.000000,0.000000,0.600651,0.000000,0.000000,-0.466163,0.000000,0.000000,0.404053,363.686462,1304.944214,832.794067,362.555054,1308.025635,1044.328613,154.944992,1339.324585,831.176758,398.086243,1513.669189,829.937561,480.418976,1175.961426,473.185760,468.153839,1288.361572,833.793213,118.233826,1274.866455,430.038635,587.626465,1522.957031,368.674744,480.031738,1012.714722,64.508423,427.738159,876.645752,197.337585,292.682251,1073.153564,52.663750,512.566895,1142.041260,209.798111,432.823547,928.449463,167.510757,478.112427,1163.966431,458.372131,84.017609,1061.209351,114.323318,568.481201,1191.177979,-66.349075,497.462830,1058.071411,20.232031,480.031647,1012.715088,64.508469,435.012970,1078.217651,16.283775,508.307861,1101.180298,68.661919
264,220.644424,1387.444702,930.166077,515.732056,1340.608398,932.151550,294.710724,1144.822144,928.616211,392.816681,1135.516968,939.251404,550.745911,1213.005981,614.362366,536.251709,1179.094604,479.980499,527.219666,1061.635376,355.914795,468.221802,927.308044,179.036697,407.323792,875.632751,181.159576,463.623383,1003.869568,43.227131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.268162,-4.820706,-6.723726,25.334677,3.234792,-5.068380,-5.578322,-1.180259,4.294011,-5.562614,0.000000,0.000000,0.739469,-0.268111,9.022771,0.739469,0.268111,-9.022771,-42.080555,10.688507,-15.082794,-0.012318,0.362355,1.114745,-3.693735,-0.125562,11.363358,,,,,,,,,,60.934219,20.750463,-2.067431,,,,,,,,,,,,,,,,,,,361.229645,1316.086182,834.471558,360.239716,1318.816528,1046.011597,152.289780,1349.249146,833.065735,394.407654,1525.012939,831.930176,483.310699,1192.488647,473.435242,465.792847,1300.112183,835.365967,119.461578,1284.541870,428.451599,584.258484,1542.955322,374.106628,479.660919,1017.841553,65.616417,428.343201,890.227417,206.946198,292.545502,1078.784302,52.702080,514.977905,1155.295532,202.554688,433.342041,940.141357,174.041443,480.880249,1180.214233,458.872406,84.049652,1068.656128,124.018196,562.796570,1198.738525,-65.525940,496.766937,1060.380005,18.506479,479.661011,1017.841980,65.616264,434.395233,1080.694214,14.201666,508.539185,1106.197876,64.152557
265,217.925751,1397.433228,932.197449,512.871582,1352.583252,933.909119,293.308411,1155.789307,930.293640,391.589905,1147.020874,940.638000,552.368713,1229.544189,614.826904,539.547913,1197.490356,480.416504,529.872314,1078.140137,358.579651,468.855652,940.497437,185.361603,407.231140,890.204773,190.528885,463.162354,1009.443787,44.214207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.395966,-5.465759,-6.011965,27.558441,4.313517,-4.683622,-7.813252,-0.833261,3.089950,-7.801822,0.000000,0.000000,0.642261,-0.234823,8.649297,0.642261,0.234823,-8.649297,-38.528088,11.381186,-14.747097,-0.006861,0.092063,0.543163,-0.938465,-0.069943,5.536835,,,,,,,,,,40.400227,11.185444,2.494480,,,,,,,,,,,,,,,,,,,358.688049,1327.184814,836.290833,357.820984,1329.556274,1047.835693,149.535919,1358.988770,835.077026,390.503357,1536.327026,834.076721,486.389709,1209.838379,473.581268,463.353607,1311.890381,837.090210,120.791656,1294.762695,426.570984,580.684082,1564.037842,380.118378,479.135712,1023.848083,67.416985,428.934540,905.051025,216.615173,292.169312,1084.948364,53.158123,516.770874,1168.923950,195.594910,433.770111,952.914734,180.771332,483.819397,1197.289429,459.278931,83.957520,1076.716919,135.005081,555.903625,1207.364014,-64.441559,495.869415,1063.447144,17.684267,479.135742,1023.848083,67.417007,433.547241,1083.813843,12.931330,508.414429,1111.805786,60.410263
266,215.090866,1407.276733,934.358154,509.878204,1364.613159,935.824097,291.923492,1166.725708,932.108093,390.391602,1158.534912,942.153015,554.135193,1246.677734,615.267029,543.016235,1216.754761,480.772003,532.654358,1095.739502,361.105591,469.419891,954.815979,191.771225,407.076813,905.971985,199.998016,462.658264,1015.939636,45.496994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.405824,-6.128060,-5.282521,29.917700,5.512929,-4.098995,-9.955935,-0.441366,1.726730,-9.951368,0.000000,0.000000,0.542946,-0.206334,8.237273,0.542946,0.206334,-8.237273,-35.051933,11.915515,-14.369282,-0.002888,-0.017939,0.183332,0.182867,-0.029444,1.868828,,,,,,,,,,18.308924,3.228900,3.338740,,,,,,,,,,,,,,,,,,,356.061890,1338.239014,838.250793,355.299988,1340.243774,1049.799805,146.685974,1368.541260,837.209534,386.372437,1547.607910,836.375854,489.661224,1228.022827,473.611755,460.834961,1323.696533,838.964966,122.218323,1305.620972,424.300293,576.966064,1586.202148,386.704956,478.467224,1030.828003,69.923195,429.524750,921.108154,226.317535,291.540070,1091.664307,54.105965,517.911865,1182.990723,189.018250,434.115723,966.784424,187.694626,486.935455,1215.202881,459.580933,83.847076,1085.526978,147.248505,547.895203,1217.008911,-63.035843,494.781372,1067.401245,17.791746,478.467163,1030.828003,69.923233,432.472290,1087.680054,12.519309,507.929596,1118.122192,57.490082
267,212.139877,1416.974976,936.647949,506.752045,1376.697998,937.896484,290.556091,1177.630981,934.059448,389.221832,1170.058594,943.796387,556.045227,1264.406494,615.682495,546.656128,1236.887695,481.046631,535.564758,1114.434692,363.490479,469.913849,970.265259,198.263718,406.860748,922.934875,209.563141,462.112366,1023.365845,47.078926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.298868,-6.810740,-4.547188,32.416595,6.830006,-3.306262,-11.999007,-0.011319,0.228509,-11.998910,0.000000,0.000000,0.441412,-0.182460,7.786322,0.441412,0.182460,-7.786322,-31.662369,12.285943,-13.949705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.351135,1349.250732,840.351746,352.677399,1350.880615,1051.904419,143.742767,1377.906738,839.463440,382.013031,1558.854614,838.828186,493.131165,1247.054321,473.516174,458.235779,1335.531128,840.990479,123.727631,1317.219238,421.544006,573.171936,1609.451782,393.862366,477.667511,1038.859253,73.127342,430.125305,938.392639,236.035889,290.654114,1098.962158,55.616333,518.395020,1197.563721,182.886932,434.388123,981.764099,194.806412,490.233459,1233.968628,459.768433,83.828247,1095.230347,160.689987,538.885986,1227.627930,-61.244186,493.514923,1072.348511,18.824511,477.667542,1038.859619,73.127365,431.177124,1092.382813,12.987526,507.090759,1125.250000,55.411034

ANALOG
1000.000000,Hz
Sample #,Fx,Fy,Fz,Mx,My,Mz,Fx,Fy,Fz,Mx,My,Mz
Units:,N,N,N,Nmm,Nmm,Nmm,N,N,N,Nmm,Nmm,Nmm
1291,-30.726654,-102.036652,-542.897278,40564.332031,-36793.265625,5232.018555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1292,-30.996761,-103.335129,-549.616638,40941.191406,-37174.750000,5297.996094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1293,-31.093668,-104.128433,-555.905579,41190.121094,-37583.714844,5315.969238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1294,-31.438023,-104.908089,-562.714600,41651.093750,-37919.992188,5400.504883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1295,-31.523432,-105.899353,-569.130676,41938.875000,-38423.027344,5431.813477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1296,-31.607584,-106.802238,-575.850342,42366.621094,-38781.488281,5468.986328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1297,-31.485382,-107.320160,-582.094910,42649.039063,-39167.687500,5488.324219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1298,-31.515272,-108.090309,-588.425110,42959.003906,-39630.210938,5539.471191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1299,-31.579140,-108.727402,-593.894348,43212.441406,-40003.187500,5609.929688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1300,-31.557531,-109.796112,-599.275085,43566.628906,-40392.968750,5634.576172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1301,-31.263309,-110.282005,-604.483215,43809.593750,-40783.332031,5628.203613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1302,-31.260126,-110.809395,-610.772095,44102.789063,-41120.332031,5687.563965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1303,-31.250557,-111.515793,-615.810120,44401.734375,-41546.246094,5670.787109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1304,-31.064018,-112.164886,-620.932373,44783.566406,-41846.042969,5720.934082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1305,-31.020029,-112.593887,-626.186890,44970.320313,-42165.421875,5756.854980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1306,-30.910955,-113.078217,-631.051331,45212.710938,-42582.894531,5787.869629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1307,-30.638657,-113.576324,-636.691650,45478.695313,-42959.613281,5748.585449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1308,-30.572416,-114.170410,-641.772949,45866.343750,-43232.500000,5791.812988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1309,-30.716764,-114.698776,-645.734863,46041.386719,-43659.250000,5815.085449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1310,-30.517925,-114.799034,-652.024658,46352.492188,-43995.835938,5803.217285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1311,-30.420803,-115.404823,-656.372009,46700.832031,-44349.402344,5827.269043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1312,-30.204559,-115.626244,-660.677612,46910.000000,-44667.953125,5814.748535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1313,-30.128635,-116.154587,-665.111694,47280.734375,-45017.019531,5846.192871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1314,-30.400600,-116.220131,-670.501221,47479.507813,-45368.000000,5864.105469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1315,-30.477404,-116.738197,-675.540588,47750.382813,-45803.324219,5871.293945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1316,-30.575306,-116.991379,-680.669495,48066.121094,-46040.937500,5887.104492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1317,-30.367220,-117.442566,-685.619629,48409.062500,-46394.847656,5923.560547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1318,-30.507296,-117.540886,-690.963684,48724.921875,-46776.347656,5953.583496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1319,-30.740234,-117.938881,-695.059326,48934.488281,-47045.601563,5921.250977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1320,-30.814552,-118.190773,-700.444458,49221.957031,-47436.300781,5974.241699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1321,-30.759014,-118.422508,-705.699951,49599.320313,-47790.121094,5978.425293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1322,-30.629530,-118.719551,-709.746887,49841.406250,-48095.074219,6005.707520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1323,-31.131041,-118.983101,-715.009094,50118.351563,-48427.601563,6027.697266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1324,-30.989231,-118.862785,-719.402039,50473.296875,-48884.449219,6014.003418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1325,-30.891237,-118.983612,-724.054688,50727.136719,-49117.765625,6037.375488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1326,-31.120201,-119.136757,-728.796265,50981.117188,-49450.183594,6071.752441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1327,-31.283842,-119.125526,-733.538635,51274.640625,-49750.777344,6081.093262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1328,-31.218870,-119.027702,-738.278259,51546.203125,-50149.980469,6052.991699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1329,-31.319977,-118.983284,-741.294434,51805.070313,-50513.042969,6064.612793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1330,-31.265062,-119.291412,-746.421326,52098.222656,-50719.300781,6089.844238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1331,-31.145782,-118.983643,-750.601013,52363.722656,-51055.546875,6076.801758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1332,-31.080606,-118.873741,-754.822998,52712.878906,-51422.726563,6077.330566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1333,-30.996212,-118.764755,-758.442078,52927.773438,-51741.105469,6051.695801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1334,-31.071383,-118.610268,-763.744507,53160.140625,-52042.312500,6063.766602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1335,-30.986624,-118.709129,-767.189697,53385.437500,-52311.343750,6082.313965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1336,-30.989046,-118.468842,-771.070923,53774.367188,-52511.824219,6027.310547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1337,-31.175411,-118.136894,-774.519470,53994.375000,-52947.367188,6063.020996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1338,-30.914682,-118.248749,-779.559753,54204.257813,-53131.410156,6034.812012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1339,-31.048794,-117.929359,-782.665344,54413.359375,-53378.160156,6028.651367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1340,-30.964319,-117.854378,-786.544006,54734.984375,-53641.886719,5977.500977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1341,-31.128721,-117.456017,-789.821533,55044.253906,-53919.621094,6021.247070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1342,-30.944801,-117.169945,-793.914856,55164.187500,-54153.625000,6019.780273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1343,-31.003868,-117.137848,-796.845642,55367.550781,-54440.519531,5996.127441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1344,-30.953485,-116.732132,-799.907715,55610.667969,-54628.339844,5943.666504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1345,-31.123018,-116.699806,-802.322815,55757.937500,-54870.613281,5922.186523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1346,-31.126884,-116.315544,-805.946228,55816.730469,-55010.667969,5885.588379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1347,-31.186144,-115.919243,-808.016663,56092.386719,-55234.050781,5873.013184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1348,-31.311586,-115.655983,-810.907898,56167.531250,-55378.265625,5838.270996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1349,-31.292645,-115.434944,-813.665283,56409.453125,-55656.023438,5860.228027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1350,-31.319542,-115.029388,-816.686584,56602.425781,-55718.445313,5800.798828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1351,-31.402039,-114.721672,-818.541443,56783.003906,-55951.359375,5775.791016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1352,-31.395424,-114.611977,-821.601929,56908.007813,-56135.644531,5766.621582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1353,-31.632359,-114.042236,-823.720764,57011.816406,-56301.718750,5666.934570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1354,-31.692112,-113.843353,-825.834351,57186.375000,-56377.722656,5682.001953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1355,-32.058102,-113.524162,-828.038574,57339.421875,-56525.867188,5661.548828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1356,-32.196850,-113.261955,-830.370422,57336.382813,-56620.910156,5596.074219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1357,-32.222500,-112.412750,-832.097351,57561.535156,-56808.835938,5610.915527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1358,-32.544441,-112.225655,-834.645996,57725.753906,-56880.660156,5597.366699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1359,-32.629692,-111.632431,-835.598145,57772.281250,-57028.808594,5540.175293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1360,-32.823402,-111.258713,-837.327271,57701.503906,-57079.460938,5507.877930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1361,-32.892921,-110.619347,-839.399841,57971.621094,-57181.804688,5510.558105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1362,-33.295475,-110.280304,-840.829712,57996.476563,-57321.390625,5426.189941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
