WALKING 09
Date:,2019/07/18
Time:,15:31:41
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.710000,The instant the heel strikes the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.554702,20.552280,-846.954956,-64930.921875,-19284.468750,-10831.360352
2223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.371480,21.330143,-848.250977,-65239.945313,-19566.923828,-10989.084961
2224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.374043,21.498632,-851.110413,-65428.062500,-19483.414063,-10989.759766
2225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.798747,22.386686,-851.753052,-65695.109375,-19531.296875,-11045.779297
2226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.513113,23.280157,-854.438354,-65925.859375,-19619.863281,-11122.563477
2227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.600276,23.918791,-855.517639,-66120.257813,-19686.689453,-11137.001953
2228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.467569,25.096201,-857.595825,-66289.234375,-19805.501953,-11234.130859
2229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.679927,25.899166,-859.669495,-66639.218750,-19867.593750,-11282.968750
2230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.513681,27.023020,-861.577148,-66651.960938,-19929.017578,-11342.441406
2231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.010315,28.141996,-862.870300,-66901.000000,-20070.066406,-11408.970703
2232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.476245,28.959232,-864.428162,-67150.140625,-20003.156250,-11477.768555
2233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.452210,30.051256,-866.289001,-67281.757813,-20110.351563,-11476.411133
2234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.845175,31.477377,-868.237000,-67354.796875,-20218.675781,-11614.185547
2235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.573177,32.050877,-869.837158,-67632.054688,-20307.500000,-11673.820313
2236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.719287,32.898514,-871.609314,-67870.273438,-20338.490234,-11708.449219
2237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.480869,33.426403,-873.559082,-68045.484375,-20399.480469,-11819.317383
2238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.812066,34.009144,-875.632629,-68390.312500,-20493.046875,-11847.402344
2239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.620291,34.955521,-877.149841,-68436.851563,-20580.681641,-11933.529297
2240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.998552,35.911324,-879.529663,-68629.085938,-20543.945313,-12009.321289
2241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.747930,36.672966,-880.436646,-68806.656250,-20637.792969,-12016.933594
2242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.839715,37.737415,-881.950562,-68975.984375,-20702.322266,-12144.929688
2243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.672248,38.719093,-883.943359,-69073.414063,-20746.621094,-12181.495117
2244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.906845,39.830738,-885.151672,-69244.937500,-20840.011719,-12187.265625
2245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.488500,40.934731,-887.099976,-69431.875000,-20880.158203,-12228.838867
2246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.784763,41.546394,-888.571594,-69556.710938,-21024.611328,-12355.242188
2247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.623018,43.035931,-890.910889,-69620.195313,-20989.152344,-12369.062500
2248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.893138,43.980026,-891.075928,-69915.937500,-21041.912109,-12406.753906
2249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.914567,45.400967,-892.939758,-69878.578125,-21027.726563,-12446.316406
2250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.438724,46.558125,-893.934204,-70048.843750,-21187.265625,-12511.793945
2251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.827043,47.448551,-896.098206,-70180.070313,-21159.808594,-12559.541016
2252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.025905,48.471756,-896.916748,-70335.156250,-21230.783203,-12570.501953
2253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.880087,49.374386,-899.256592,-70470.648438,-21260.673828,-12670.516602
2254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.858370,50.067326,-900.512451,-70552.023438,-21250.820313,-12733.894531
2255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.961778,50.937859,-901.981995,-70723.414063,-21397.958984,-12733.261719
2256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.141269,51.506554,-902.326111,-70827.835938,-21369.425781,-12825.474609
2257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.074119,52.705784,-904.449585,-70890.296875,-21416.757813,-12924.522461
2258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.102757,53.841805,-905.919067,-71045.046875,-21484.144531,-12906.863281
2259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.049702,54.821846,-906.827759,-71093.242188,-21474.650391,-12941.483398
2260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.347237,55.842812,-907.950256,-71247.234375,-21517.767578,-13010.815430
2261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.110778,57.153950,-908.727661,-71351.140625,-21526.199219,-13047.402344
2262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.115383,58.122086,-910.286377,-71442.976563,-21565.187500,-13114.520508
2263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.059013,59.255440,-910.631042,-71486.015625,-21417.302734,-13165.584961
2264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.098394,60.114346,-912.450806,-71533.062500,-21545.771484,-13204.434570
2265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.989110,61.345406,-912.620605,-71653.796875,-21588.732422,-13283.709961
2266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.970055,62.390324,-913.701660,-71762.867188,-21618.791016,-13348.658203
2267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.213472,63.426792,-914.778870,-71963.695313,-21610.919922,-13303.188477
2268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.065529,64.416023,-916.255798,-71858.382813,-21662.048828,-13416.934570
2269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.152894,65.626122,-916.298401,-71767.156250,-21629.914063,-13436.826172
2270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.159763,66.329048,-916.638489,-72068.164063,-21713.892578,-13489.513672
2271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.239808,67.307579,-917.808777,-72042.625000,-21761.513672,-13549.368164
2272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.176588,68.354919,-918.499207,-72130.773438,-21819.630859,-13539.430664
2273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.207983,69.598335,-918.538635,-72207.953125,-21729.953125,-13564.501953
2274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.880519,70.422371,-919.580444,-72220.765625,-21754.414063,-13695.991211
2275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.012713,71.391029,-920.097412,-72280.914063,-21838.816406,-13693.028320
2276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.262021,72.699265,-919.876099,-72330.437500,-21744.511719,-13710.657227
2277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.352602,73.786797,-920.828369,-72355.148438,-21809.519531,-13791.599609
2278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.285782,74.964775,-920.778992,-72550.195313,-21840.541016,-13803.215820
2279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.276664,75.835152,-921.863464,-72486.320313,-21804.386719,-13825.922852
2280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.320665,77.032295,-922.250122,-72590.023438,-21820.373047,-13914.275391
2281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.314544,78.040855,-919.299011,-72546.562500,-21778.542969,-13950.925781
2282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.089313,79.211922,-922.377380,-72581.250000,-21836.714844,-13967.434570
2283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.108163,80.047615,-922.550415,-72534.929688,-21817.929688,-14002.540039
2284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.170568,80.925751,-922.805176,-72745.890625,-21865.652344,-14073.290039
2285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.476004,82.301224,-922.281799,-72667.226563,-21852.107422,-14034.106445
2286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.147079,83.147995,-923.106812,-72663.945313,-21801.259766,-14144.539063
2287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.504655,84.324188,-922.625488,-72674.890625,-21778.546875,-14129.510742
2288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.394095,85.172394,-923.057556,-72706.984375,-21796.005859,-14148.370117
2289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.204398,86.261116,-922.665649,-72727.820313,-21781.363281,-14204.770508
2290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.175772,87.173141,-922.013062,-72749.484375,-21758.033203,-14242.787109
2291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.431612,88.538300,-922.358765,-72619.171875,-21802.242188,-14214.733398
2292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.453274,89.185135,-921.617920,-72742.046875,-21720.923828,-14272.519531
2293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.333353,90.132309,-922.007019,-72745.867188,-21796.107422,-14291.048828
2294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.416417,91.287529,-921.484619,-72700.601563,-21684.201172,-14295.175781
2295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.451891,91.967735,-920.528625,-72711.390625,-21812.285156,-14319.705078
2296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.308414,93.047081,-920.699829,-72754.796875,-21762.847656,-14342.926758
2297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.527509,94.289345,-920.699097,-72635.554688,-21766.111328,-14362.466797
2298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.302159,95.257034,-919.830322,-72651.484375,-21778.363281,-14405.427734
2299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.288129,96.204506,-919.655762,-72600.585938,-21751.595703,-14388.844727
2300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.639843,97.158379,-918.307800,-72595.148438,-21781.517578,-14403.042969
2301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.504015,98.378723,-917.957886,-72672.070313,-21637.621094,-14475.642578
2302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.474566,99.126503,-917.005981,-72470.203125,-21654.566406,-14476.089844
2303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.428152,100.151901,-917.005798,-72374.476563,-21512.207031,-14454.486328
2304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.407248,100.930283,-915.528381,-72430.218750,-21666.636719,-14495.703125
2305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.500755,101.973320,-915.223511,-72400.687500,-21580.333984,-14561.042969
2306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.536825,103.085098,-913.487183,-72295.390625,-21624.878906,-14507.180664
2307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.289368,103.758110,-913.052734,-72295.343750,-21598.343750,-14496.664063
2308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.393223,104.998550,-912.099121,-72137.109375,-21524.896484,-14561.512695
2309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.543347,105.814156,-911.965088,-72193.335938,-21605.759766,-14505.334961
2310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.147401,106.639252,-910.101929,-72070.453125,-21502.269531,-14537.488281
2311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.389641,107.559608,-908.842957,-71997.148438,-21509.253906,-14586.922852
2312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.312503,108.351219,-907.237183,-71953.078125,-21490.912109,-14583.488281
2313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.448651,109.550865,-906.149414,-71942.531250,-21419.691406,-14547.938477
2314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.298618,110.222206,-905.370178,-71819.007813,-21427.929688,-14555.916016
2315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.439009,111.002518,-903.677673,-71719.554688,-21334.097656,-14528.658203
2316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.617110,112.055832,-902.460999,-71691.093750,-21345.896484,-14566.196289
2317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.189118,112.540184,-901.293091,-71562.117188,-21278.113281,-14605.871094
2318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.464687,113.640106,-899.644287,-71378.609375,-21202.273438,-14549.131836
2319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.307435,114.197739,-897.648560,-71378.640625,-21298.347656,-14614.811523
2320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.670995,115.198692,-896.475708,-71256.656250,-21182.664063,-14558.096680
2321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.384664,115.981026,-894.568054,-71145.968750,-21106.882813,-14533.905273
2322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.674497,117.122650,-893.786316,-71033.179688,-21047.412109,-14565.884766
2323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.850494,117.826263,-892.484497,-70922.109375,-21065.066406,-14526.699219
2324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.629748,118.672806,-890.533875,-70793.976563,-20997.285156,-14542.127930
2325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.330309,119.387741,-888.321533,-70756.023438,-20970.041016,-14544.318359
2326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.380132,120.176987,-886.067627,-70572.085938,-20857.080078,-14573.640625
2327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.555286,121.012474,-884.419312,-70416.484375,-20830.050781,-14534.230469
2328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.333008,121.718307,-882.335938,-70396.328125,-20763.914063,-14477.627930
2329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.640165,122.750237,-880.991882,-70195.070313,-20584.494141,-14486.570313
2330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.541590,123.706909,-878.606567,-70050.656250,-20713.064453,-14454.697266
2331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.449699,124.265930,-876.745178,-69815.875000,-20617.992188,-14489.139648
2332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.489278,125.178444,-873.881958,-69672.664063,-20635.638672,-14431.708008
2333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.234267,125.750198,-872.625427,-69594.640625,-20420.974609,-14471.173828
2334,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.616174,126.173714,-869.200867,-69333.843750,-20445.892578,-14468.549805
2335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.331511,126.857277,-867.898376,-69351.546875,-20397.099609,-14451.618164
2336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.258315,127.660912,-864.690247,-69119.585938,-20290.435547,-14375.906250
2337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.461218,128.362717,-862.303772,-69009.437500,-20280.833984,-14351.467773
2338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.334377,129.108475,-859.745178,-68909.859375,-20199.269531,-14381.563477
2339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.308513,129.735596,-857.581421,-68553.085938,-20087.474609,-14340.473633
2340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.625803,130.327774,-854.458740,-68343.890625,-19904.771484,-14274.183594
2341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.338254,131.261230,-851.814636,-68193.328125,-19947.736328,-14303.876953
2342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.333950,131.813248,-849.776123,-68056.218750,-19850.867188,-14207.120117
2343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.603034,132.467422,-845.829651,-67868.664063,-19688.421875,-14235.203125
2344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.478164,133.105270,-843.574646,-67758.390625,-19661.423828,-14208.993164
2345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.422518,133.800247,-841.842773,-67480.195313,-19568.345703,-14134.841797
2346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.420775,134.193420,-838.377197,-67169.250000,-19491.378906,-14123.419922
2347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.589162,134.950775,-835.602478,-66941.976563,-19392.791016,-14084.768555
2348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.437930,135.325638,-832.915466,-66749.039063,-19290.761719,-14019.478516
2349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.444649,135.708710,-829.100220,-66545.687500,-19170.144531,-13973.388672
2350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.058425,136.382690,-826.543701,-66340.992188,-19197.628906,-13888.688477
2351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.542861,136.631073,-822.252502,-65992.804688,-19058.716797,-13825.730469
2352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.350470,137.247375,-819.826050,-65793.203125,-18920.373047,-13799.609375
2353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.260710,138.050491,-815.576538,-65562.578125,-18760.314453,-13712.868164
2354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.319888,137.983231,-811.678345,-65186.355469,-18707.029297,-13620.489258
2355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.197242,138.806702,-807.908020,-64903.886719,-18394.269531,-13610.849609
2356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.219554,138.914307,-802.836060,-64629.464844,-18389.759766,-13521.396484
2357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.325675,139.267502,-799.106873,-64399.703125,-18235.367188,-13376.535156
2358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.289083,139.817505,-795.157959,-64337.398438,-18089.167969,-13285.956055
2359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.126547,140.060928,-792.045105,-63746.937500,-18022.523438,-13187.325195
2360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.937407,140.500275,-788.017700,-63330.593750,-17906.205078,-13131.540039
2361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.224819,140.703049,-781.816589,-63079.480469,-17700.126953,-13089.260742
2362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.192898,141.091110,-778.655457,-62664.082031,-17528.003906,-12934.281250
2363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.991426,141.267731,-774.843323,-62343.734375,-17408.257813,-12844.124023
2364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.096246,141.552551,-770.723633,-62141.414063,-17404.242188,-12741.944336
2365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.344570,141.580078,-765.656494,-61631.042969,-17162.039063,-12717.578125
2366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.776041,142.001389,-760.109131,-61307.496094,-16954.333984,-12569.750000
2367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.951703,142.360535,-754.689880,-60999.347656,-16940.298828,-12493.616211
2368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.839359,142.283112,-750.662292,-60629.613281,-16374.929688,-12437.107422
2369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.052698,142.789169,-747.412231,-60274.730469,-16589.273438,-12300.235352
2370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.901330,143.250839,-742.298767,-59899.554688,-16384.599609,-12202.917969
2371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.337093,142.903183,-735.797363,-59487.093750,-16223.376953,-12121.691406
2372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.026769,143.291901,-731.551819,-59106.425781,-16051.497070,-11958.501953
2373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.940749,143.398529,-727.005005,-58662.371094,-15916.508789,-11938.915039
2374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.960573,143.200119,-722.235779,-58445.097656,-15793.090820,-11803.352539
2375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.922692,143.818756,-717.081177,-57869.281250,-15647.666992,-11603.951172
2376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.811562,143.559830,-710.711304,-57517.078125,-15409.941406,-11600.897461
2377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.758370,143.658279,-705.988342,-57153.140625,-15294.625977,-11490.046875
2378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.774430,143.679825,-702.132874,-56799.488281,-15206.000000,-11388.160156
2379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.867990,143.479630,-696.717346,-56358.128906,-15050.358398,-11273.431641
2380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.764388,143.676224,-690.608765,-55855.410156,-14814.347656,-11162.946289
2381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.837930,143.620895,-685.018860,-55414.808594,-14713.077148,-10993.951172
2382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.527758,143.520248,-679.779663,-54927.378906,-14489.809570,-10940.391602
2383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.636780,143.344345,-675.360657,-54530.574219,-14277.252930,-10794.586914
2384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.650822,143.242462,-668.948547,-54028.203125,-14170.217773,-10680.138672
2385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.762729,143.116272,-663.012512,-53603.175781,-13964.131836,-10636.005859
2386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.608371,142.797729,-656.209412,-53136.492188,-13738.695313,-10445.323242
2387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.678198,142.798035,-652.094360,-52722.003906,-13637.232422,-10305.853516
2388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.565371,142.332489,-645.335754,-52259.417969,-13432.078125,-10216.413086
2389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.386264,142.343262,-639.144531,-51566.359375,-13321.052734,-10068.437500
2390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.560771,141.966644,-632.861084,-51121.066406,-13090.091797,-9926.454102
2391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.600427,141.919754,-627.316345,-50639.933594,-12942.684570,-9839.531250
2392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.533139,141.357925,-620.817627,-50161.558594,-12765.797852,-9670.239258
2393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.417319,140.786179,-615.536377,-49569.542969,-12575.354492,-9516.416992
2394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.436154,140.440491,-608.733948,-49101.109375,-12360.856445,-9440.567383
2395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.322450,139.668381,-602.065002,-48504.750000,-12169.785156,-9304.557617
2396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.395679,139.325897,-594.698059,-47988.082031,-12015.166992,-9109.075195
2397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.285594,138.651794,-588.808655,-47479.824219,-11827.835938,-9026.549805
2398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.175668,138.023071,-582.745544,-46949.898438,-11636.785156,-8901.692383
2399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.224925,137.780243,-576.464355,-46380.964844,-11673.402344,-8714.453125
2400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.224557,136.699982,-569.492310,-45757.968750,-11255.656250,-8562.901367
2401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.176794,136.312607,-562.255127,-45313.433594,-11091.519531,-8414.786133
2402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.325009,135.704041,-555.196838,-44594.078125,-10864.334961,-8273.188477
2403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.975980,134.459991,-548.224304,-44071.554688,-10669.540039,-8122.733887
2404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.917008,134.377747,-540.556702,-43468.867188,-10449.930664,-8055.866211
