WALKING 09
Date:,2019/07/18
Time:,15:31:41
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.710000,The instant the heel strikes the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
227,252.830368,1164.533813,920.810425,548.997009,1133.627075,930.675903,335.373077,929.810242,929.928772,432.468292,924.881775,943.949951,555.957397,1002.279114,614.892639,522.464355,971.224854,473.953888,524.106995,911.315552,314.246185,481.987823,851.915955,96.641373,430.377075,795.160583,58.195873,494.292084,998.137939,45.900486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.772314,5.354659,-12.062278,2.245768,-2.574707,-2.879140,15.199396,-0.656863,2.476700,15.184855,0.000000,0.000000,3.012450,-1.591286,6.046305,3.012450,1.591286,-6.046305,-86.824051,-1.580816,-18.610563,-0.059258,0.662897,10.566481,-6.757358,-0.604054,107.711327,10.433697,0.203171,-0.056716,2.597322,0.304122,-9.572663,2.154694,-0.127072,-8.609413,810.899048,-250.066483,151.880814,1318.991089,12.871340,104.666008,-278.866089,-75.641159,104.733536,-574.654114,0.792964,120.387924,0.000000,0.000000,-0.396014,0.000000,0.000000,0.087243,0.000000,0.000000,-0.376004,398.637238,1097.017944,830.983337,392.762268,1108.131714,1042.169556,188.335281,1118.964355,823.978027,420.912811,1307.142822,820.545105,470.463562,989.139160,473.922943,503.845154,1086.663818,834.654053,115.752167,1111.336182,473.711182,588.012756,1330.180420,370.843689,504.253326,993.004517,74.841988,441.269928,806.254517,85.204308,317.287262,1055.565552,65.917709,499.093475,1005.669312,271.724762,447.026154,865.297180,94.433838,469.338196,983.192688,455.701721,92.120697,1001.133789,72.024261,582.878845,1200.797852,-23.443192,525.247742,1055.254639,71.387886,504.253326,993.004639,74.841927,462.925751,1076.108276,68.413109,523.527771,1059.476196,137.015442
228,252.038803,1175.393677,919.491211,548.259399,1143.012817,929.660889,333.694427,940.194763,928.858459,430.756104,934.804016,942.895813,555.247864,1009.378784,614.602722,522.105286,977.321106,473.952911,523.867310,915.345520,315.077454,482.048950,852.843140,98.275375,430.410980,795.569824,60.476360,494.445618,998.158875,45.871368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.233787,5.161475,-12.245340,2.572646,-2.634754,-2.613814,15.338322,-0.688993,2.588447,15.322288,0.000000,0.000000,3.049749,-1.630599,6.330512,3.049749,1.630599,-6.330512,-86.158745,-1.696000,-18.650402,-0.059557,0.784315,10.668154,-7.995054,-0.607110,108.747749,10.542003,0.229133,-0.049282,2.654004,0.333432,-9.661064,2.154769,-0.103513,-8.699859,814.557861,-252.549652,157.110931,1330.095093,12.171116,103.667915,-267.302643,-85.675667,103.662880,-587.681396,-14.980671,119.920761,0.000000,0.000000,-0.279390,0.000000,0.000000,0.103867,0.000000,0.000000,-0.374715,397.706421,1107.104004,829.840454,391.686310,1118.355103,1041.015259,187.521622,1130.080078,822.624451,421.024353,1317.111450,819.316284,470.238281,995.614258,473.539978,502.858673,1096.234741,833.616638,116.323944,1120.436035,470.721680,590.755127,1334.935425,367.801514,504.467072,993.707520,74.766914,441.353699,807.134277,87.293991,317.555695,1056.260254,64.712738,498.932739,1008.786804,271.469177,447.126862,866.282654,95.810600,469.128723,989.405212,455.405426,92.573273,1002.727539,70.786316,584.091553,1199.712280,-26.733406,525.504822,1055.898926,70.591187,504.467010,993.707886,74.766953,463.201050,1076.749878,67.239853,523.660095,1060.925415,136.158600
229,251.111252,1186.370483,918.341003,547.427002,1152.580933,928.732117,331.929993,950.698730,927.863647,428.964752,944.865967,941.903931,554.509705,1016.815063,614.353394,521.798523,983.798828,474.007721,523.695984,919.697937,316.014496,482.188721,853.875488,100.136620,430.536896,796.051147,63.090759,494.610840,998.201416,45.839748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.681442,4.928806,-12.413433,2.974774,-2.698851,-2.299993,15.427979,-0.703248,2.638023,15.411222,0.000000,0.000000,3.070532,-1.655913,6.599698,3.070532,1.655913,-6.599698,-85.394348,-1.789708,-18.668606,-0.061103,0.906970,10.716721,-9.245362,-0.622864,109.242821,10.598815,0.253910,-0.026100,2.705191,0.358904,-9.697405,2.137104,-0.081256,-8.741566,815.065430,-253.753693,161.808960,1335.583008,11.757553,102.223038,-252.294189,-95.572884,102.221924,-597.663818,-30.294867,119.125984,0.000000,0.000000,-0.142434,0.000000,0.000000,0.118934,0.000000,0.000000,-0.371967,396.648865,1117.366699,828.811096,390.535431,1128.694214,1039.979126,186.578613,1141.321533,821.444458,420.953735,1327.260620,818.255554,470.056244,1002.428772,473.201141,501.746643,1106.007568,832.662415,116.865723,1129.595703,467.695526,593.334167,1340.134644,365.022858,504.685883,994.425537,74.701088,441.513123,808.056030,89.714485,317.803833,1056.868652,63.487144,498.846436,1012.231567,271.166473,447.285461,867.315491,97.419273,468.963135,995.943237,455.162750,92.870789,1003.786194,69.826782,584.819763,1198.715576,-30.070602,525.743469,1056.548584,69.696594,504.685883,994.425415,74.701004,463.449432,1077.362915,65.958603,523.796997,1062.483887,135.185059
230,250.045212,1197.457275,917.388000,546.494812,1162.340088,927.901550,330.088470,961.318420,926.957275,427.103821,955.070923,940.985168,553.752563,1024.611084,614.152527,521.556091,990.682800,474.124084,523.597412,924.383667,317.065033,482.408783,855.028381,102.245331,430.751282,796.628357,66.065727,494.788666,998.269043,45.804916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.115129,4.653666,-12.564251,3.455800,-2.765598,-1.948784,15.459858,-0.701314,2.631296,15.443151,0.000000,0.000000,3.072179,-1.664845,6.850620,3.072179,1.664845,-6.850620,-84.520576,-1.856792,-18.665270,-0.062179,1.025620,10.721105,-10.454846,-0.633829,109.287514,10.612505,0.280132,0.018242,2.756415,0.384232,-9.688749,2.106775,-0.056767,-8.742105,811.819336,-253.293869,165.362839,1334.657104,11.535467,99.779221,-230.803497,-106.582672,99.835060,-609.703247,-47.749805,117.366531,0.000000,0.000000,0.015818,0.000000,0.000000,0.129078,0.000000,0.000000,-0.372495,395.459320,1127.810425,827.913147,389.312836,1139.144043,1039.079956,185.498398,1152.682129,820.466858,420.683716,1337.597412,817.387817,469.926819,1009.602295,472.914551,500.505127,1115.992798,831.804443,117.369629,1138.796387,464.654572,595.721558,1345.825195,362.525482,504.911652,995.163635,74.643257,441.749786,809.041138,92.497337,318.032898,1057.393188,62.249737,498.853271,1016.036194,270.799866,447.505005,868.414551,99.281647,468.850708,1002.826233,454.982361,93.023254,1004.362488,69.182426,585.099182,1197.802979,-33.444275,525.965820,1057.204346,68.691864,504.911926,995.163452,74.643188,463.672882,1077.947510,64.560631,523.946289,1064.161865,134.077423
231,248.838440,1208.643799,916.655945,545.456909,1172.296875,927.180786,328.179291,972.048218,926.151917,425.183533,965.420593,940.149841,552.987061,1032.788086,614.007507,521.390564,997.997803,474.307648,523.574402,929.412170,318.239136,482.707123,856.323120,104.621216,431.044525,797.334412,69.427612,494.980408,998.366516,45.765800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.533787,4.334131,-12.695921,4.019014,-2.832683,-1.575395,15.424093,-0.685754,2.577182,15.408106,0.000000,0.000000,3.052639,-1.655780,7.079961,3.052639,1.655780,-7.079961,-83.526649,-1.892026,-18.642155,-0.063338,1.141229,10.671672,-11.633318,-0.645646,108.783607,10.573466,0.305184,0.082234,2.802358,0.406729,-9.626899,2.059379,-0.033044,-8.693349,804.781067,-252.322433,167.732727,1327.319824,10.551502,96.400116,-205.061646,-118.415726,96.297310,-619.968872,-66.437866,114.579391,0.000000,0.000000,0.195765,0.000000,0.000000,0.134579,0.000000,0.000000,-0.372505,394.133881,1138.437134,827.162781,388.020966,1149.698608,1038.334229,184.274765,1164.152710,819.716492,420.198669,1348.126099,816.734863,469.860138,1017.154663,472.687653,499.131287,1126.197266,831.054260,117.830994,1148.023682,461.620819,597.892822,1352.052734,360.328400,505.147766,995.931519,74.590691,442.061249,810.121338,95.673553,318.247314,1057.847046,61.007690,498.973663,1020.239258,270.347748,447.785583,869.607300,101.418266,468.800873,1010.074463,454.872437,93.053101,1004.547363,68.882645,584.992554,1196.964355,-36.835518,526.176392,1057.868408,67.563072,505.147644,995.931641,74.590759,463.876190,1078.506836,63.035385,524.118347,1065.971069,132.815430
232,247.489120,1219.916504,916.163208,544.306335,1182.455322,926.580811,326.212524,982.880920,925.459656,423.214600,975.915100,939.407898,552.224915,1041.365356,613.925415,521.315735,1005.768738,474.563721,523.629211,934.792603,319.550018,483.078003,857.788269,107.282883,431.400879,798.213379,73.201843,495.187500,998.500061,45.720737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.935196,3.969302,-12.806902,4.667392,-2.896561,-1.199000,15.309158,-0.659981,2.487545,15.294380,0.000000,0.000000,3.010628,-1.627941,7.284453,3.010628,1.627941,-7.284453,-82.401184,-1.889932,-18.602772,-0.062807,1.250568,10.564952,-12.747890,-0.640237,107.695740,10.477592,0.330162,0.167185,2.841826,0.428374,-9.508384,1.996393,-0.007861,-8.591671,793.886414,-250.070450,168.873779,1312.797607,9.303153,92.175224,-174.836487,-131.053452,91.822487,-629.081970,-87.336288,111.026085,0.000000,0.000000,0.397335,0.000000,0.000000,0.133396,0.000000,0.000000,-0.372202,392.669220,1149.243408,826.574097,386.658966,1160.350342,1037.756714,182.901520,1175.718140,819.211731,419.483246,1358.846191,816.313416,469.867615,1025.106201,472.528351,497.623230,1136.623169,830.424011,118.248871,1157.266968,458.617096,599.827637,1358.862427,358.454285,505.398438,996.743530,74.538612,442.440552,811.340393,99.272766,318.454468,1058.253906,59.766235,499.229736,1024.885132,269.781494,448.125214,870.931763,103.847931,468.824524,1017.709961,454.841125,92.994751,1004.471497,68.947655,584.589233,1196.188354,-40.215469,526.384399,1058.544922,66.293877,505.398438,996.743896,74.538559,464.069733,1079.048340,61.369751,524.328186,1067.925415,131.374847
233,245.996063,1231.257813,915.922729,543.035339,1192.817261,926.112000,324.198425,993.807373,924.892090,421.208008,986.552734,938.769104,551.479126,1050.360596,613.912354,521.346191,1014.021362,474.896698,523.765015,940.535645,321.013885,483.512329,859.460999,110.246979,431.798645,799.321594,77.411804,495.411194,998.678284,45.667160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.315867,3.559454,-12.896020,5.403609,-2.952557,-0.841902,15.101779,-0.628038,2.376429,15.088482,0.000000,0.000000,2.945693,-1.581364,7.460672,2.945693,1.581364,-7.460672,-81.132156,-1.844721,-18.552179,-0.063953,1.349683,10.405164,-13.758236,-0.651913,106.066902,10.328096,0.351945,0.276600,2.877124,0.446843,-9.336363,1.920594,0.015840,-8.440575,779.302185,-245.894440,169.066391,1290.562378,8.617637,87.757256,-138.533752,-142.593811,87.258675,-639.981628,-107.575897,107.369850,0.000000,0.000000,0.619555,0.000000,0.000000,0.120851,0.000000,0.000000,-0.369272,391.063995,1160.220703,826.158203,385.225677,1171.088501,1037.358154,181.375015,1187.357056,818.965271,418.523712,1369.751343,816.135376,469.961853,1033.479858,472.442993,495.980560,1147.270020,829.924316,118.626984,1166.522827,455.665344,601.510071,1366.300293,356.928131,505.669891,997.619385,74.479492,442.877197,812.754639,103.322212,318.665588,1058.649902,58.527390,499.646820,1030.024536,269.064789,448.519501,872.435913,106.586571,468.933441,1025.755371,454.895233,92.891785,1004.297729,69.386169,583.998962,1195.465454,-43.545723,526.600769,1059.241089,64.865242,505.669861,997.619507,74.479523,464.265991,1079.584595,59.547897,524.593140,1070.042847,129.727005
234,244.358826,1242.647339,915.941467,541.635620,1203.381226,925.783997,322.147430,1004.816895,924.460266,419.174530,997.330078,938.242737,550.764282,1059.790527,613.973511,521.497375,1022.782715,475.309753,523.986816,946.655762,322.648834,483.998016,861.387756,113.527046,432.210907,800.728882,82.077255,495.652039,998.912415,45.601357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.670982,3.105909,-12.961174,6.230144,-2.994736,-0.528117,14.786940,-0.594038,2.258135,14.775195,0.000000,0.000000,2.858274,-1.516908,7.605484,2.858274,1.516908,-7.605484,-79.706917,-1.750087,-18.496746,-0.063245,1.443183,10.187593,-14.711349,-0.644696,103.849068,10.120423,0.370635,0.401995,2.898468,0.462592,-9.109974,1.827288,0.038677,-8.238048,760.306580,-239.790375,168.022583,1260.155884,8.151831,82.993835,-99.819664,-153.114563,82.368057,-646.759277,-127.564964,103.595955,0.000000,0.000000,0.859817,0.000000,0.000000,0.099177,0.000000,0.000000,-0.359625,389.317444,1171.358276,825.924622,383.717010,1181.904175,1037.147217,179.692154,1199.046875,818.984131,417.307861,1380.833130,816.208130,470.156311,1042.297729,472.437408,494.204071,1158.130249,829.565308,118.971191,1175.784546,452.789276,602.921143,1374.411987,355.778015,505.967987,998.582153,74.403053,443.356293,814.432251,107.845825,318.893311,1059.080566,57.290363,500.252106,1035.711548,268.151764,448.961304,874.179321,109.646378,469.139862,1034.236450,455.041321,92.789673,1004.212524,70.196762,583.340332,1194.797852,-46.779907,526.838562,1059.965210,63.255482,505.967987,998.581909,74.403046,464.480347,1080.131348,57.551224,524.933228,1072.341675,127.838379
235,242.577866,1254.062378,916.220581,540.098145,1214.143433,925.605835,320.069794,1015.897522,924.174377,417.124695,1008.242126,937.837646,550.096436,1069.670654,614.112549,521.785461,1032.081299,475.803986,524.302063,953.173584,324.473114,484.520508,863.624634,117.132187,432.606201,802.518250,87.212372,495.908813,999.216492,45.518269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.994421,2.610945,-13.000313,7.149462,-3.015932,-0.280901,14.348151,-0.561860,2.146164,14.337872,0.000000,0.000000,2.749641,-1.436225,7.715928,2.749641,1.436225,-7.715928,-78.112244,-1.598897,-18.443590,-0.062986,1.524140,9.904857,-15.536594,-0.642061,100.966942,9.845491,0.383944,0.545215,2.903609,0.474150,-8.821200,1.716358,0.059570,-7.975686,737.468079,-231.827637,165.595322,1220.960815,8.085588,77.990913,-58.702423,-161.499146,77.294891,-649.795837,-145.676239,99.746307,0.000000,0.000000,1.113378,0.000000,0.000000,0.066234,0.000000,0.000000,-0.340938,387.430878,1182.639282,825.879944,382.128265,1192.785034,1037.129883,177.852249,1210.758911,819.268799,415.826385,1392.076538,816.534058,470.465546,1051.586548,472.515106,492.295410,1169.195679,829.357056,119.290131,1185.055420,450.009186,604.046692,1383.247192,355.033447,506.297241,999.659058,74.295914,443.859283,816.454468,112.862244,319.150269,1059.599731,56.050316,501.073273,1042.002563,266.986145,449.441284,876.230286,113.034729,469.457733,1043.180054,455.282501,92.734375,1004.412048,71.369278,582.730103,1194.198242,-49.866699,527.109741,1060.727417,61.440464,506.297058,999.659241,74.295891,464.727417,1080.707642,55.358582,525.368408,1074.841919,125.670532
236,240.654526,1265.478271,916.756104,538.413635,1225.096924,925.585815,317.975342,1027.036499,924.043518,415.068451,1019.282410,937.562256,549.493347,1080.015625,614.331177,522.226685,1041.946655,476.378204,524.720459,960.117188,326.502533,485.063507,866.237061,121.065689,432.949982,804.785156,92.823723,496.177643,999.607788,45.411545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.279039,2.077605,-13.009905,8.163774,-3.007749,-0.121129,13.767722,-0.534488,2.050903,13.758732,0.000000,0.000000,2.621787,-1.341582,7.789401,2.621787,1.341582,-7.789401,-76.334557,-1.383016,-18.399900,-0.062200,1.590057,9.558791,-16.208538,-0.634052,97.439262,9.503840,0.392044,0.703255,2.890693,0.481931,-8.472599,1.591960,0.078543,-7.655028,708.247803,-221.095993,160.551071,1169.916626,8.558990,71.969299,-12.986515,-167.459503,71.303513,-652.329224,-161.621780,94.923447,0.000000,0.000000,1.369760,0.000000,0.000000,0.015631,0.000000,0.000000,-0.312961,385.405945,1194.044189,826.027893,380.452728,1203.718872,1037.308472,175.855499,1222.462891,819.813904,414.071350,1403.463379,817.110474,470.904236,1061.370972,472.677521,490.257629,1180.450562,829.307495,119.594025,1194.333008,447.345886,604.867065,1392.853394,354.724915,506.659912,1000.878601,74.142204,444.364685,818.912292,118.384506,319.446960,1060.267334,54.800491,502.139954,1048.952026,265.501343,449.946960,878.666077,116.753288,469.899811,1052.614868,455.619904,92.762482,1005.086609,72.889847,582.264893,1193.700317,-52.752724,527.424988,1061.533691,59.394741,506.659912,1000.878235,74.142250,465.020630,1081.329956,52.947517,525.918335,1077.558228,123.181160
237,238.591049,1276.869629,917.539124,536.572632,1236.233032,925.731506,315.873291,1038.220459,924.075623,413.014771,1030.443604,937.424500,548.973938,1090.839355,614.628723,522.837280,1052.408691,477.028442,525.253052,967.522522,328.748199,485.609985,869.299072,125.323868,433.206573,807.634827,98.908592,496.450439,1000.106079,45.273808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.516930,1.509542,-12.985363,9.274788,-2.960516,-0.065918,13.026973,-0.513946,1.979404,13.019064,0.000000,0.000000,2.477366,-1.235824,7.823554,2.477366,1.235824,-7.823554,-74.359970,-1.092961,-18.371969,-0.059751,1.635049,9.100389,-16.667168,-0.609081,92.766457,9.045889,0.391070,0.861389,2.834804,0.481659,-8.020422,1.439610,0.094724,-7.228581,671.828430,-206.328690,151.255783,1103.949097,10.863207,64.063698,30.701498,-167.727921,63.811317,-642.557800,-171.470184,88.345200,0.000000,0.000000,1.612476,0.000000,0.000000,-0.043871,0.000000,0.000000,-0.268846,383.246124,1205.552368,826.370422,378.683228,1214.694946,1037.683594,173.704056,1234.128296,820.609436,412.037659,1414.974121,817.931396,471.487091,1071.678223,472.923553,488.094208,1191.879395,829.424927,119.890991,1203.615967,444.816833,605.359253,1403.282593,354.880615,507.054626,1002.269775,73.923630,444.850677,821.906677,124.417732,319.790833,1061.144775,53.531830,503.481995,1056.608643,263.619019,450.464905,881.570190,120.797180,470.479919,1062.569580,456.051941,92.903107,1006.412903,74.743111,582.017456,1193.356445,-55.385635,527.789429,1062.390625,57.092274,507.054779,1002.269592,73.923599,465.368195,1082.015625,50.295006,526.598511,1080.503540,120.324059
238,236.390411,1288.211670,918.557312,534.565674,1247.540649,926.049438,313.771942,1049.436035,924.277222,410.971680,1041.717285,937.431519,548.557861,1102.154785,615.002075,523.632202,1063.496460,477.748077,525.910217,975.432434,331.214355,486.143311,872.891235,129.895416,433.341888,811.179260,105.454041,496.713745,1000.733826,45.097176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.699957,0.910554,-12.920057,10.483311,-2.863367,-0.127867,12.106762,-0.501130,1.934794,12.099753,0.000000,0.000000,2.319415,-1.122043,7.816622,2.319415,1.122043,-7.816622,-72.174797,-0.717998,-18.363979,-0.057633,1.662640,8.561897,-16.948420,-0.587490,87.277237,8.503952,0.379231,1.012650,2.741090,0.471570,-7.497549,1.268009,0.104292,-6.727128,628.457764,-188.908157,140.286560,1025.612427,13.558375,56.756531,71.768799,-163.477890,56.828983,-622.927002,-174.436127,81.982834,0.000000,0.000000,1.827825,0.000000,0.000000,-0.112545,0.000000,0.000000,-0.210822,380.954529,1217.139648,826.907166,376.811676,1225.699951,1038.253296,171.400482,1245.722778,821.641724,409.721802,1426.584961,818.987732,472.227875,1082.532104,473.248962,485.809143,1203.462769,829.715698,120.186279,1212.895020,442.436249,605.492493,1414.583984,355.523621,507.473633,1003.860107,73.621437,445.295776,825.545227,130.958572,320.181824,1062.291382,52.234985,505.126404,1065.010864,261.251099,450.980347,885.029419,125.154778,471.210022,1073.070190,456.572998,93.175690,1008.542480,76.915962,582.026978,1193.236816,-57.715645,528.199524,1063.298340,54.509064,507.473602,1003.860107,73.621376,465.768951,1082.775391,47.380245,527.417114,1083.681885,117.052254
239,234.056152,1299.480591,919.795715,532.383667,1259.007935,926.545410,311.678619,1060.670410,924.653320,408.946045,1053.095337,937.589600,548.264465,1113.973511,615.445740,524.624573,1075.236694,478.528137,526.699646,983.894836,333.897766,486.648315,877.098694,134.761429,433.326141,815.532043,112.436943,496.948090,1001.515991,44.874031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.820246,0.284561,-12.806316,11.788700,-2.704378,-0.315042,10.987853,-0.496154,1.917471,10.981624,0.000000,0.000000,2.151161,-1.003538,7.767094,2.151161,1.003538,-7.767094,-69.765656,-0.246218,-18.377056,-0.054969,1.667755,7.964575,-17.000555,-0.560341,81.188332,7.897151,0.359569,1.155457,2.618112,0.454876,-6.922182,1.090210,0.110830,-6.168913,580.222412,-170.798935,127.994118,938.010681,15.138383,49.731888,110.292915,-157.293457,49.713093,-598.062439,-173.967545,75.487442,0.000000,0.000000,2.002683,0.000000,0.000000,-0.190287,0.000000,0.000000,-0.146071,378.535583,1228.782715,827.636047,374.830261,1236.722656,1039.014526,168.948700,1257.216309,822.894104,407.122711,1438.272827,820.268188,473.138214,1093.953613,473.647095,483.406342,1215.180054,830.184509,120.481445,1222.155029,440.213654,605.228943,1426.802979,356.670624,507.902435,1005.675293,73.217751,445.681854,829.941589,137.994812,320.611877,1063.762085,50.902546,507.097595,1074.183594,258.300873,451.479218,889.133850,129.807632,472.100647,1084.141968,457.176025,93.592499,1011.605652,79.396942,582.304810,1193.429688,-59.697433,528.642578,1064.253174,51.625374,507.902344,1005.675293,73.217674,466.212433,1083.615479,44.186981,528.374329,1087.089233,113.319733
240,231.592117,1310.654663,921.238098,530.018250,1270.622559,927.223877,309.599365,1071.911743,925.207581,406.943451,1064.569092,937.904114,548.111755,1126.305054,615.952148,525.824646,1087.653198,479.357849,527.624695,992.959778,336.787659,487.112427,882.007996,139.896194,433.136169,820.803528,119.825172,497.128265,1002.479797,44.597775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.870321,-0.364823,-12.636600,13.188792,-2.471097,-0.631540,9.651637,-0.498910,1.927065,9.646128,0.000000,0.000000,1.975874,-0.883476,7.673810,1.975874,0.883476,-7.673810,-67.120117,0.335071,-18.408436,-0.052330,1.644542,7.288385,-16.763935,-0.533435,74.295464,7.205249,0.329829,1.274421,2.452273,0.428007,-6.276312,0.901428,0.111434,-5.531448,525.009155,-150.677078,113.659843,838.497192,16.466339,42.848320,143.908066,-147.187943,42.530735,-564.169495,-166.810745,68.480202,0.000000,0.000000,2.110687,0.000000,0.000000,-0.271837,0.000000,0.000000,-0.074918,375.993103,1240.459839,828.554138,372.731049,1247.753296,1039.963135,166.352722,1268.581909,824.349182,404.240082,1450.015503,821.760498,474.228027,1105.962280,474.108612,480.890015,1227.012329,830.835876,120.776520,1231.384766,438.149200,604.533386,1439.980103,358.331146,508.319855,1007.737183,72.697922,445.996704,835.212097,145.503967,321.064880,1065.604614,49.530430,509.414948,1084.132568,254.665894,451.949890,893.973022,134.730667,473.160736,1095.806396,457.849487,94.167175,1015.716431,82.171021,582.847046,1194.030029,-61.290039,529.094421,1065.245239,48.429241,508.320007,1007.736938,72.697906,466.676147,1084.534424,40.706779,529.459534,1090.710327,109.085213
241,229.002213,1321.715088,922.868164,527.461792,1282.371948,928.088318,307.539093,1083.149780,925.942261,404.968201,1076.130859,938.379517,548.115723,1139.157349,616.512512,527.239563,1100.764893,480.225708,528.683228,1002.676819,339.866577,487.526184,887.703247,145.268845,432.756805,827.094849,127.579773,497.224121,1003.654419,44.263409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.843887,-1.034524,-12.402317,14.679406,-2.150326,-1.077743,8.080870,-0.508834,1.961609,8.076101,0.000000,0.000000,1.796623,-0.764790,7.536038,1.796623,0.764790,-7.536038,-64.227379,1.038646,-18.450998,-0.048430,1.582822,6.531787,-16.134783,-0.493678,66.582947,6.424943,0.292982,1.359777,2.246161,0.393242,-5.554614,0.719038,0.108984,-4.808082,463.743835,-129.318695,97.598457,728.404785,16.824478,35.948021,171.731979,-134.901123,35.055073,-525.827271,-155.517105,60.923389,0.000000,0.000000,2.130642,0.000000,0.000000,-0.353400,0.000000,0.000000,-0.003555,373.330963,1252.149292,829.657166,370.507111,1258.781494,1041.094238,163.617035,1279.793945,825.989197,401.074524,1461.790405,823.451843,475.504395,1118.571655,474.622681,478.263580,1238.940796,831.671753,121.068176,1240.562744,436.235809,603.362732,1454.145630,360.505280,508.696899,1010.060181,72.055283,446.234619,841.470947,153.455109,321.515869,1067.855347,48.122719,512.090515,1094.837402,250.243683,452.382599,899.631653,139.894302,474.396332,1108.079102,458.581360,94.910583,1020.963867,85.225937,583.628662,1195.138916,-62.457626,529.517639,1066.256592,44.921970,508.696899,1010.060181,72.055191,467.123993,1085.521606,36.944431,530.648804,1094.515625,104.318077
