WALKING 07
Date:,2019/07/18
Time:,15:31:14
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.850000,The instant the heel strikes the ground
Patient 1,Right,Foot Off,2.660000,The instant the toe leaves the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.265327,110.319496,-351.485413,-21713.181641,-8186.231934,-3407.603516
2601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.005723,107.970840,-342.693359,-21170.669922,-7941.648438,-3289.209473
2602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.928245,105.167145,-331.689697,-20585.812500,-7718.609863,-3172.998535
2603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.787290,102.661324,-321.291229,-20106.787109,-7281.865234,-3084.292480
2604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.710443,100.037491,-311.937622,-19408.669922,-7104.503906,-2912.253174
2605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.537575,97.574089,-301.282257,-18777.500000,-6777.919434,-2858.380371
2606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.431562,94.848984,-290.975098,-18068.751953,-6501.666504,-2729.524658
2607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.853651,92.046471,-281.877563,-17516.916016,-6150.550293,-2569.288818
2608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.167084,89.441727,-271.438660,-17030.710938,-5899.830566,-2547.286377
2609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.345597,86.045052,-262.084045,-16422.828125,-5789.088379,-2388.857666
2610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.136364,83.540825,-250.689911,-15811.003906,-5397.708496,-2232.403076
2611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.327232,80.678703,-240.990784,-15083.199219,-5234.997070,-2203.920410
2612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.029808,78.491875,-228.775436,-14319.626953,-4851.180664,-2089.107910
2613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.169475,77.248375,-217.032684,-13632.563477,-4564.039063,-2013.272827
2614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.080349,73.730415,-207.417770,-13108.783203,-4288.132813,-1905.339111
2615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.884873,70.844940,-198.884857,-12623.738281,-4152.249023,-1701.347778
2616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.784057,67.824051,-190.746445,-11991.595703,-3724.833984,-1607.418701
2617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.810189,63.481167,-181.433609,-11592.204102,-3543.579102,-1459.338989
2618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.604810,59.448799,-173.468796,-11061.922852,-3282.009277,-1333.104248
2619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.726443,56.136871,-163.979630,-10721.890625,-3187.710205,-1271.588013
2620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.563935,51.829193,-156.577850,-10269.798828,-2886.155029,-1159.986572
2621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.493587,48.980507,-147.133957,-9828.067383,-2778.153809,-1108.970337
2622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.510512,45.781109,-138.385117,-9347.454102,-2595.278564,-1025.388184
2623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.311384,41.934650,-131.501770,-8988.763672,-2408.645996,-961.788940
2624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.919105,39.189571,-123.360428,-8535.117188,-2145.995361,-886.741333
2625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.163485,36.033466,-116.302116,-8102.737305,-2042.837280,-834.609497
2626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.332518,32.845280,-109.591003,-7681.344727,-1917.670898,-780.151917
2627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.039434,30.343124,-103.398758,-7359.811523,-1735.269653,-724.545776
2628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.118163,27.231710,-96.035660,-7006.250977,-1605.647705,-672.959351
2629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.957945,24.575354,-90.537025,-6706.672363,-1418.884766,-619.542114
2630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.776617,22.204935,-84.388077,-6351.326172,-1303.196655,-553.877014
2631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.734268,19.227482,-78.932091,-6113.154785,-1200.541016,-527.051086
2632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.851642,17.318350,-74.777275,-5760.281250,-1190.892700,-500.687531
2633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.875965,14.959913,-70.836853,-5582.424316,-1013.371277,-447.913574
2634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.943269,12.400919,-66.767082,-5398.156738,-1012.902893,-437.827606
2635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.567110,10.714911,-62.437592,-5168.955078,-803.609192,-416.854492
2636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.730415,8.170243,-60.015839,-4972.834961,-777.805603,-351.551666
2637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.652164,6.592374,-55.812176,-4894.597656,-742.018555,-330.089966
2638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.736306,5.598942,-52.217468,-4636.187988,-701.838013,-277.806335
2639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.655675,2.821813,-49.882729,-4534.397949,-634.973511,-291.171661
2640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.668076,1.454208,-48.109341,-4402.609863,-638.982483,-297.857330
2641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.411032,-0.186461,-45.209862,-4222.434082,-621.744873,-252.251663
2642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.504132,-1.818481,-42.826344,-4226.731934,-555.157837,-236.830551
2643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356800,-2.490334,-40.445408,-4033.895020,-546.497681,-192.835541
2644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.716623,-3.883053,-38.497921,-3885.262939,-496.143829,-229.683182
2645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.424044,-4.794647,-38.284405,-3847.321045,-505.946136,-204.379135
2646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.342896,-4.970881,-36.290581,-3772.112305,-118.857513,-185.084595
2647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.472652,-5.603590,-34.037689,-3666.968994,-460.104919,-213.317383
2648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.596835,-5.836063,-32.957397,-3444.167725,-397.334900,-199.762680
2649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.416132,-6.063814,-31.961748,-3340.291504,-336.713898,-104.754013
2650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.309743,-6.570850,-31.137798,-3391.840088,-399.101959,-106.870667
2651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.411054,-6.518524,-29.361557,-3241.961182,-371.428833,-114.337646
2652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.439168,-6.991343,-29.019161,-3035.643799,-358.315887,-82.338669
2653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320303,-7.343897,-27.978420,-3065.259766,-260.500031,-81.880539
2654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.424416,-7.379105,-26.895222,-2981.990967,-277.584625,-91.647766
2655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.392566,-7.930289,-25.684044,-2854.809326,-281.958221,-77.124054
2656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.460921,-8.646826,-25.209877,-2760.583008,-295.193909,-74.252586
2657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.203152,-8.819909,-24.083521,-2701.350098,-234.319565,1.803280
2658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.346356,-10.053735,-24.388237,-2752.706543,-252.451157,-1.185255
2659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.339886,-10.483631,-23.698368,-2579.934814,-238.834396,4.745375
2660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000

FORCE PLATES
1000.000000,Hz
,Corner 1,,,Corner 2,,,Corner 3,,,Corner 4
Plate#,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,0.000000,600.000000,0.000000,400.000000,600.000000,0.000000,400.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,262.000000,1202.000000,0.000000,662.000000,1202.000000,0.000000,662.000000,602.000000,0.000000,262.000000,602.000000,0.000000

,Force Plate 1,,,,,,,,,,,,Force Plate 2
Sample #,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z
Units:,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm
1191,280.260659,191.280071,0.000000,200.000000,300.000000,0.000000,-6.697550,-42.374477,236.091110,-25667.808732,-18948.828044,-4140.031829,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1192,279.395916,191.509094,0.000000,200.000000,300.000000,0.000000,-5.349725,-44.546875,237.005554,-25712.947369,-18817.273097,-4075.200455,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1193,279.304864,192.465555,0.000000,200.000000,300.000000,0.000000,-3.968773,-46.352371,236.712082,-25454.702290,-18772.419429,-4095.210674,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1194,278.442122,193.830655,0.000000,200.000000,300.000000,0.000000,-2.817967,-48.436085,238.055038,-25274.147616,-18673.542268,-4051.183644,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1195,278.048152,194.282717,0.000000,200.000000,300.000000,0.000000,-1.568437,-49.538776,237.937668,-25154.123717,-18570.595218,-4001.481829,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1196,277.983874,195.743873,0.000000,200.000000,300.000000,0.000000,-0.602412,-51.314674,238.761230,-24892.321121,-18619.525808,-3939.211086,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1197,277.091288,195.794459,0.000000,200.000000,300.000000,0.000000,0.392503,-53.031296,239.326553,-24939.153044,-18449.992311,-3991.734977,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1198,276.798390,196.269468,0.000000,200.000000,300.000000,0.000000,1.029042,-54.033909,239.244278,-24816.936265,-18373.575471,-3985.102772,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1199,276.131014,197.441061,0.000000,200.000000,300.000000,0.000000,1.814838,-54.882568,241.018448,-24718.596394,-18348.978930,-3967.076250,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1200,275.997059,197.325558,0.000000,200.000000,300.000000,0.000000,2.306875,-55.995865,241.795471,-24826.215190,-18375.744759,-3953.537186,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1201,275.988522,197.849358,0.000000,200.000000,300.000000,0.000000,2.863287,-56.667572,242.746994,-24796.761246,-18445.985326,-3957.472616,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1202,275.654132,197.727070,0.000000,200.000000,300.000000,0.000000,3.343384,-57.023029,244.175659,-24972.560087,-18472.897604,-3869.239509,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1203,274.862424,198.514437,0.000000,200.000000,300.000000,0.000000,3.740200,-57.362358,247.238983,-25091.187428,-18508.909689,-3929.187134,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1204,275.059333,198.489752,0.000000,200.000000,300.000000,0.000000,3.845810,-57.618481,249.609970,-25337.970083,-18735.557834,-3857.722156,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1205,274.825230,198.288481,0.000000,200.000000,300.000000,0.000000,3.666697,-57.465618,251.548782,-25585.408661,-18822.195397,-3825.995169,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1206,275.112665,198.529688,0.000000,200.000000,300.000000,0.000000,3.830343,-57.123619,255.601807,-25935.994949,-19198.932822,-3836.614863,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1207,274.658918,198.465476,0.000000,200.000000,300.000000,0.000000,3.812191,-56.938530,259.051941,-26302.715477,-19340.537493,-3779.225373,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1208,274.879387,198.000086,0.000000,200.000000,300.000000,0.000000,3.671520,-56.422783,262.758850,-26801.380041,-19675.221658,-3725.378243,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1209,275.119187,197.524028,0.000000,200.000000,300.000000,0.000000,3.572931,-55.818058,266.767792,-27337.288850,-20039.379502,-3693.051081,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1210,274.578409,197.531860,0.000000,200.000000,300.000000,0.000000,3.420525,-55.213737,271.036896,-27772.646571,-20213.500494,-3651.529933,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1211,274.025066,197.439235,0.000000,200.000000,300.000000,0.000000,3.191511,-54.498215,274.917297,-28195.728228,-20350.771100,-3638.778153,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1212,274.449435,197.422392,0.000000,200.000000,300.000000,0.000000,2.897648,-54.114708,278.965759,-28615.640175,-20768.843209,-3591.124889,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1213,274.169058,197.565034,0.000000,200.000000,300.000000,0.000000,3.078876,-53.628944,284.529053,-29145.723764,-21103.251869,-3617.064597,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1214,274.231123,196.885487,0.000000,200.000000,300.000000,0.000000,2.919376,-53.290638,287.417267,-29636.891598,-21335.306522,-3532.249740,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1215,274.268404,196.652681,0.000000,200.000000,300.000000,0.000000,2.941572,-52.717392,290.910187,-30064.787999,-21605.435207,-3539.652134,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1216,274.448633,196.286608,0.000000,200.000000,300.000000,0.000000,3.051468,-52.365479,294.618713,-30555.906073,-21933.960422,-3520.339829,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1217,274.533676,196.330289,0.000000,200.000000,300.000000,0.000000,3.130694,-52.125626,298.413849,-30936.477360,-22241.881154,-3450.900410,,,,462.000000,902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
