WALKING 08
Date:,2019/07/18
Time:,15:31:28
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.960000,The instant the heel strikes the ground
Patient 1,Right,Foot Off,2.780000,The instant the toe leaves the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
286,169.790833,1450.699463,940.627502,464.976318,1431.766479,947.511597,263.518860,1218.951660,946.674377,361.919647,1217.518799,956.120850,534.103088,1342.969360,623.728882,528.119751,1324.738892,488.775787,521.917236,1205.735474,369.731110,460.467072,1063.874146,201.980179,394.732635,1013.169006,200.613892,476.321045,1131.506836,63.971336,,,,,,,,,,,,,,,,-6.255464,-7.102269,-1.294294,35.379223,11.034769,-4.537591,-4.353500,2.759681,-9.341579,-4.295655,0.000000,0.000000,1.907515,-1.212963,3.711318,1.907515,1.212963,-3.711318,-40.079800,6.325559,-21.853071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.383209,1390.845825,848.386658,311.904816,1397.886230,1059.781982,105.314240,1404.383545,843.464294,330.074249,1601.854736,841.649170,473.860321,1328.493896,480.602570,421.951202,1384.694214,851.027039,100.710205,1354.317871,424.393524,507.502197,1701.645264,428.702911,486.496460,1143.085327,95.065834,413.609680,1026.070313,234.125031,305.861389,1206.235474,53.526737,506.520264,1286.828125,226.517365,424.288544,1073.464111,199.658401,471.373047,1315.697754,466.506042,73.637634,1166.412109,177.155273,507.527710,1327.993652,-46.080719,510.791962,1182.090698,48.712738,486.496368,1143.085693,95.065857,450.580231,1203.140747,34.866386,517.466614,1230.005005,92.529922
287,166.853790,1459.024292,941.292969,462.781921,1440.026611,948.678162,261.800201,1226.756592,948.220703,360.219513,1225.515259,957.447937,533.836121,1358.138550,624.475037,528.056458,1342.431763,489.377014,520.826172,1224.261475,369.987213,458.078888,1083.806641,201.719406,392.245026,1032.479858,198.244659,474.934692,1155.707642,66.825417,,,,,,,,,,,,,,,,-4.819047,-7.280831,0.082946,36.147156,12.380869,-5.063914,-2.683423,2.919830,-9.883509,-2.643569,0.000000,0.000000,2.034370,-1.298179,3.720460,2.034370,1.298179,-3.720460,-42.072483,6.185123,-22.277224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.954773,1398.927002,849.412659,309.161774,1406.435181,1060.785034,102.894852,1412.476440,844.145447,327.679108,1609.919067,842.229187,473.743011,1345.016846,481.108582,419.517883,1392.770386,852.224365,100.378296,1362.784790,424.268585,498.362549,1719.652100,436.499420,485.045898,1166.338257,98.057358,410.815735,1044.923462,232.559540,304.903564,1231.448486,57.413765,504.568329,1305.484253,234.438309,421.883545,1093.421387,199.793228,471.129364,1332.336548,466.930359,72.712677,1186.169800,181.211761,502.644836,1348.735107,-43.435730,509.789337,1206.809814,53.223335,485.045929,1166.338257,98.057327,449.741943,1228.513184,39.675411,516.296753,1253.191772,98.683624
288,164.063019,1467.213257,941.735596,460.822235,1447.975098,949.737061,260.148254,1234.337280,949.740967,358.578827,1233.271118,958.740845,533.481567,1373.320801,625.260437,527.771729,1360.233032,490.010956,519.460571,1243.160400,370.030670,455.606110,1104.685547,200.639755,389.844299,1052.468018,194.549484,473.302246,1182.137451,69.562416,,,,,,,,,,,,,,,,-3.285644,-7.379364,1.537293,36.725067,13.734762,-5.813313,-0.691783,2.993211,-10.131209,-0.680996,0.000000,0.000000,2.195603,-1.401142,3.764248,2.195603,1.401142,-3.764248,-44.633602,6.046749,-22.628437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.718384,1406.729248,850.304016,306.545288,1414.831909,1061.645386,100.677994,1420.410400,844.613770,325.603302,1617.690796,842.555786,473.427948,1361.620117,481.655090,417.271912,1400.507202,853.325317,100.041443,1371.148193,424.242828,488.707062,1737.387939,444.647827,483.372803,1191.517090,100.995544,408.033356,1064.535400,229.611526,303.639832,1258.832153,62.172977,502.411621,1324.508789,243.449692,419.417847,1114.390259,199.065842,470.694092,1349.106445,467.351868,71.878723,1207.591064,183.950500,498.699707,1371.139648,-40.709991,508.485901,1233.844238,58.123508,483.372711,1191.517090,100.995506,448.574951,1256.282593,45.182617,514.832214,1278.174805,105.608192
289,161.419754,1475.265869,941.955078,459.098053,1455.611938,950.687866,258.562988,1241.693359,951.234863,356.997589,1240.786377,959.999390,533.038940,1388.515015,626.085754,527.264954,1378.141357,490.678741,517.820618,1262.430176,369.863159,453.051025,1126.509888,198.738678,387.534454,1073.132568,189.528137,471.420135,1210.788696,72.172836,,,,,,,,,,,,,,,,-1.655666,-7.395393,3.066777,37.107414,15.089724,-6.795326,1.607098,2.971504,-10.057977,1.582393,0.000000,0.000000,2.391023,-1.521207,3.842602,2.391023,1.521207,-3.842602,-47.760582,5.897981,-22.874340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.674011,1414.252930,851.059998,304.057678,1423.075928,1062.361206,98.664063,1428.184692,844.869690,323.846893,1625.169189,842.629822,472.916870,1378.301270,482.237823,415.212860,1407.906128,854.329163,99.691956,1379.396606,424.270874,478.539520,1754.838867,453.151184,481.412048,1218.535278,103.976410,405.297546,1084.967407,225.255829,301.953430,1288.113770,67.977371,499.950867,1343.678955,253.434952,416.892212,1136.368774,197.476944,470.069977,1366.007202,467.767334,71.083435,1230.651611,185.409821,495.676697,1395.203735,-37.929214,506.783478,1263.058228,63.549919,481.411957,1218.535645,103.976326,446.964050,1286.251099,51.550270,512.963135,1304.772705,113.369385

ANALOG
1000.000000,Hz
Sample #,Fx,Fy,Fz,Mx,My,Mz,Fx,Fy,Fz,Mx,My,Mz
Units:,N,N,N,Nmm,Nmm,Nmm,N,N,N,Nmm,Nmm,Nmm
1391,-24.858242,-114.329689,-634.550598,32294.539063,-49173.792969,6740.017090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1392,-24.625912,-114.769760,-641.181824,32459.484375,-49556.535156,6782.913086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1393,-24.659624,-115.453148,-646.263550,32691.062500,-49938.210938,6791.955566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1394,-24.485195,-115.641457,-651.647156,32822.699219,-50329.609375,6781.386230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1395,-24.386269,-116.191895,-657.201111,32981.562500,-50770.390625,6814.172363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1396,-24.397640,-116.511665,-662.241699,33207.835938,-51093.800781,6819.917969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1397,-24.068754,-116.843300,-668.872925,33228.078125,-51504.296875,6815.664551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1398,-23.920269,-117.272774,-671.970825,33357.746094,-51769.218750,6837.567871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1399,-23.660852,-117.671677,-676.749878,33533.890625,-52096.960938,6796.104492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1400,-23.705582,-117.813545,-680.885559,33669.832031,-52402.996094,6842.197266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1401,-23.566017,-118.399277,-686.269470,33734.312500,-52655.542969,6813.912598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1402,-23.513800,-118.343636,-689.973938,33792.113281,-52970.824219,6836.979492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1403,-23.528618,-118.764000,-694.153076,33940.066406,-53240.433594,6802.265625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1404,-23.629551,-119.084160,-698.721497,34015.406250,-53492.937500,6793.486816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1405,-23.576801,-119.359352,-702.985657,34173.921875,-53753.707031,6813.541992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1406,-23.493765,-119.403015,-706.216125,34130.769531,-53961.750000,6833.921387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1407,-23.648769,-119.513313,-710.613037,34200.460938,-54254.804688,6835.087891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1408,-24.111586,-119.637177,-715.102112,34305.046875,-54498.117188,6756.068848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1409,-23.983866,-120.034630,-719.106201,34446.835938,-54799.148438,6749.738770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1410,-24.357763,-120.110222,-722.773193,34504.644531,-54993.562500,6788.674805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1411,-24.350973,-119.934669,-726.222168,34534.984375,-55178.667969,6772.350098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1412,-24.878374,-120.067818,-730.710571,34549.574219,-55467.777344,6739.883789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1413,-24.883854,-120.180885,-734.159546,34759.304688,-55651.265625,6666.658203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1414,-25.313812,-120.169724,-737.526550,34823.203125,-55854.402344,6663.455566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1415,-25.448669,-120.104370,-741.278137,34848.195313,-56093.617188,6644.065918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1416,-25.909540,-120.069649,-745.032288,34867.082031,-56355.789063,6682.964355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1417,-26.120871,-120.038216,-749.131348,34976.480469,-56477.699219,6638.075195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1418,-26.279024,-120.148994,-752.020386,35101.425781,-56666.464844,6623.243164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1419,-26.534222,-119.829239,-755.040894,35103.656250,-56937.214844,6623.268066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1420,-26.866070,-119.763664,-758.666382,35128.730469,-57095.722656,6603.877930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1421,-27.090311,-119.786163,-761.384827,35192.187500,-57222.082031,6589.242676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1422,-27.324080,-119.588005,-764.320129,35334.152344,-57321.085938,6580.389648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1423,-27.656551,-119.477882,-767.428223,35336.425781,-57475.140625,6572.865234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1424,-27.628864,-119.249786,-771.266357,35390.296875,-57691.355469,6486.112793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1425,-28.070803,-119.149612,-773.987488,35358.562500,-57809.753906,6504.310059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1426,-28.250616,-118.886330,-777.224670,35372.480469,-57923.160156,6469.385742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1427,-28.464190,-118.677376,-779.382935,35463.750000,-58098.562500,6453.163574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1428,-28.635941,-118.502747,-781.584656,35387.710938,-58243.558594,6403.454102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1429,-29.055779,-118.105766,-784.134888,35456.984375,-58356.675781,6399.501953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1430,-29.146996,-118.061043,-787.585144,35464.468750,-58402.968750,6420.583496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1431,-29.381649,-117.709969,-790.305237,35601.328125,-58614.070313,6371.915039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1432,-29.412069,-117.426247,-792.463806,35553.562500,-58686.832031,6294.783691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433,-29.670755,-117.360756,-794.752136,35443.640625,-58800.835938,6272.820801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1434,-30.078403,-116.864677,-797.690674,35585.925781,-58922.554688,6267.073730,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1435,-30.095516,-116.490669,-800.107727,35582.312500,-58928.000000,6249.438965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1436,-30.222454,-116.217461,-802.698059,35646.496094,-59045.125000,6184.171875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1437,-30.305227,-116.019188,-804.940613,35586.593750,-59226.105469,6181.675293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1438,-30.628393,-115.689568,-807.620300,35544.425781,-59236.582031,6146.915527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1439,-30.681353,-115.228401,-808.442688,35607.464844,-59303.734375,6096.655762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1440,-30.697548,-114.810493,-811.160767,35626.480469,-59425.843750,6074.213379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1441,-30.977499,-114.194054,-812.978516,35628.640625,-59449.242188,6045.311523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1442,-31.280291,-113.656380,-814.925964,35642.601563,-59530.773438,5971.270508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1443,-31.133650,-113.435165,-816.778381,35626.617188,-59572.019531,6000.250488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1444,-31.535112,-112.897179,-818.338928,35679.492188,-59644.238281,5930.961426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1445,-31.575184,-112.314507,-820.196350,35648.089844,-59726.000000,5890.178711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1446,-31.920151,-111.796906,-822.402588,35616.796875,-59731.867188,5870.215332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1447,-32.060017,-111.224556,-823.140686,35657.253906,-59718.523438,5843.919434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1448,-32.122913,-110.721382,-825.947693,35470.683594,-59828.433594,5738.687012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1449,-32.448895,-110.215576,-826.774231,35500.343750,-59833.226563,5695.383789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1450,-32.651859,-109.708672,-828.548340,35625.015625,-59721.027344,5688.154297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1451,-32.650867,-109.171356,-829.672668,35554.429688,-59802.589844,5611.840820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1452,-33.032856,-108.587975,-830.155884,35382.621094,-59728.039063,5577.718262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1453,-33.126991,-108.113770,-831.798035,35378.375000,-59701.972656,5583.970703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1454,-33.519997,-107.498657,-832.497803,35296.660156,-59635.664063,5512.549316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1455,-33.803391,-106.816467,-832.721313,35264.570313,-59595.816406,5469.826172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1456,-34.077103,-106.443245,-833.116394,35137.398438,-59507.207031,5418.819336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1457,-34.479992,-105.991905,-834.160217,34999.296875,-59383.214844,5391.518066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1458,-34.971939,-105.353477,-833.955322,34939.101563,-59298.671875,5350.798340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1459,-35.267750,-104.771179,-834.135986,34789.792969,-59237.109375,5288.562988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1460,-35.605606,-104.287582,-835.136841,34691.019531,-59072.265625,5240.506836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1461,-36.273170,-103.857399,-834.458435,34574.265625,-58974.675781,5226.973633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1462,-36.590843,-103.208633,-834.555847,34503.125000,-58656.675781,5172.963867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463,-37.062336,-102.891090,-834.866516,34270.105469,-58654.164063,5099.772461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1464,-37.367775,-102.262970,-834.918640,34209.550781,-58448.460938,5085.446777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1465,-37.826435,-101.823105,-835.790588,33970.945313,-58356.550781,5043.508301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1466,-38.418846,-101.382950,-834.810730,33893.453125,-58182.050781,5002.191895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1467,-38.692719,-101.130508,-835.421082,33659.929688,-58053.906250,4964.653809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1468,-39.271275,-100.448265,-835.908752,33589.191406,-57853.019531,4914.839844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1469,-39.941292,-100.042328,-835.275024,33344.671875,-57711.207031,4839.722656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1470,-40.073185,-99.458771,-834.634766,33356.343750,-57531.468750,4816.207031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1471,-40.728889,-99.028915,-834.861938,33145.179688,-57430.390625,4795.314941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1472,-41.078426,-98.698837,-835.215393,33101.558594,-57224.570313,4768.206055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1473,-41.279732,-98.316551,-834.705994,32834.753906,-57055.531250,4662.946289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1474,-41.901344,-97.477356,-834.416687,32673.359375,-56913.738281,4683.785645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1475,-42.264706,-97.137794,-833.865051,32590.669922,-56770.550781,4611.684570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1476,-42.701973,-96.643005,-834.650757,32290.607422,-56688.015625,4565.020508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1477,-43.140999,-96.147224,-833.712158,32179.271484,-56491.324219,4542.854980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1478,-43.362240,-95.631172,-833.246582,32018.292969,-56258.933594,4478.565430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1479,-43.666271,-95.069214,-833.641968,32075.304688,-56191.636719,4464.018066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1480,-43.942661,-94.553055,-833.219666,31757.853516,-56005.332031,4401.379883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1481,-44.150192,-94.189377,-833.398254,31646.710938,-55840.343750,4393.050293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1482,-44.468552,-93.715706,-832.716492,31535.386719,-55670.593750,4373.225098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1483,-44.884720,-93.155746,-832.855652,31425.408203,-55617.726563,4299.113281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1484,-44.939026,-92.516731,-833.206299,31213.855469,-55431.042969,4289.271973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1485,-45.235668,-92.087410,-832.265320,31219.816406,-55278.246094,4262.598145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1486,-45.478031,-91.340111,-831.972473,31014.509766,-55158.523438,4191.555664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1487,-45.587753,-90.999756,-832.063477,30998.681641,-55059.894531,4150.436523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1488,-46.048542,-90.349632,-831.298645,30781.367188,-54837.179688,4128.492188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1489,-46.038700,-89.954620,-831.302368,30715.246094,-54734.320313,4078.129639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1490,-46.312164,-89.261497,-831.267334,30599.189453,-54672.503906,4032.890625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1491,-46.466805,-88.843132,-830.452454,30470.839844,-54655.335938,4012.592529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1492,-46.357624,-88.159897,-830.284241,30348.236328,-54409.347656,4010.614258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1493,-46.511997,-87.765579,-830.592285,30221.251953,-54311.539063,3936.303223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1494,-46.796814,-87.291542,-829.994934,30109.800781,-54263.054688,3927.953613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1495,-46.742744,-86.610085,-830.560974,29876.511719,-54067.375000,3875.963379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1496,-46.797806,-86.179527,-829.917786,29798.054688,-53933.253906,3891.609863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1497,-46.841003,-85.672424,-829.793396,29809.599609,-53726.777344,3891.541016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1498,-47.269871,-85.376381,-829.155579,29693.148438,-53606.328125,3833.164795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1499,-47.194553,-84.507370,-828.556091,29565.492188,-53589.085938,3784.068848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1500,-47.161934,-84.254387,-828.989807,29415.152344,-53442.179688,3770.748779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1501,-47.099442,-83.638092,-827.571655,29308.900391,-53213.472656,3742.618896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1502,-47.274246,-83.054634,-827.447998,29231.519531,-53182.757813,3715.993896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1503,-47.439835,-82.625351,-827.238464,28963.820313,-53018.671875,3693.302490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1504,-47.375561,-82.151756,-826.507935,28863.222656,-52924.882813,3683.159668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1505,-47.344852,-81.768379,-826.425964,28758.113281,-52768.308594,3616.323975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1506,-47.290413,-80.962425,-825.351440,28606.671875,-52643.648438,3651.950928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1507,-47.413719,-80.656029,-824.839661,28462.230469,-52500.746094,3584.513916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1508,-47.295670,-80.272148,-824.627075,28317.630859,-52326.421875,3534.178467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1509,-47.349602,-79.565239,-823.984009,28177.613281,-52269.257813,3571.544922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1510,-47.351654,-79.433937,-823.685303,28071.687500,-52067.792969,3543.949707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1511,-47.014202,-78.596382,-822.434631,27920.367188,-52041.500000,3546.790771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1512,-47.123104,-78.343079,-822.956665,27820.449219,-51849.503906,3538.302734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1513,-47.147106,-77.805031,-822.487305,27692.806641,-51746.910156,3478.778809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1514,-46.907364,-77.375488,-822.229248,27586.636719,-51585.910156,3475.908203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1515,-46.886932,-76.781090,-821.543274,27464.007813,-51483.343750,3451.954834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1516,-47.064625,-76.484802,-820.816040,27313.597656,-51340.542969,3407.943848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1517,-46.747089,-75.855614,-820.168335,27285.058594,-51255.265625,3441.204834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1518,-46.540379,-75.336472,-819.306580,27088.697266,-51099.398438,3475.963379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1519,-46.542194,-74.842552,-819.008850,26972.292969,-51032.671875,3416.250977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1520,-46.500065,-74.434067,-818.062134,26770.539063,-50930.687500,3433.801514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1521,-46.313847,-73.861153,-817.891174,26754.009766,-50814.050781,3431.529785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1522,-46.194641,-73.507904,-817.547363,26507.789063,-50676.605469,3448.923340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1523,-46.162659,-72.783134,-817.725220,26419.974609,-50582.921875,3373.719482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1524,-45.977806,-72.650192,-817.509155,26235.017578,-50409.089844,3397.797119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1525,-45.925346,-72.154480,-816.219177,26190.015625,-50224.917969,3388.152100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1526,-45.620064,-71.449760,-815.873901,25966.675781,-50217.375000,3376.078857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1527,-45.687778,-71.153397,-815.059326,25989.341797,-50037.300781,3337.572021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1528,-45.502060,-70.580353,-815.060486,25777.191406,-49949.085938,3339.287109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1529,-45.415230,-70.028503,-814.330261,25653.871094,-49770.292969,3360.197021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1530,-45.350723,-69.587921,-813.771179,25503.015625,-49757.781250,3351.906738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1531,-45.382946,-69.125298,-814.034607,25458.970703,-49556.285156,3342.081055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1532,-45.188366,-68.640465,-813.087280,25262.982422,-49404.707031,3341.389648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1533,-45.265156,-68.332130,-813.090637,25151.626953,-49324.792969,3330.437988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1534,-45.070381,-67.912643,-811.581604,25089.158203,-49208.015625,3351.060059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1535,-45.170357,-67.505974,-811.154663,24944.429688,-49164.074219,3314.320801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1536,-44.940903,-66.922768,-811.113098,24900.236328,-49034.089844,3293.247803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
